time,open,high,low,close,volume
2022-09-22 13:30:00+00:00,3782.360107421875,3790.89990234375,3749.449951171875,3764.06005859375,787390961.0
2022-09-22 17:30:00+00:00,3764.070068359375,3789.669921875,3752.320068359375,3756.909912109375,908850000.0
2022-09-23 13:30:00+00:00,3727.139892578125,3727.139892578125,3662.8701171875,3672.22998046875,891079332.0
2022-09-23 17:30:00+00:00,3672.2900390625,3695.5,3647.469970703125,3695.22998046875,1020515000.0
2022-09-26 13:30:00+00:00,3682.719970703125,3715.669921875,3644.760009765625,3650.570068359375,798469471.0
2022-09-26 17:30:00+00:00,3650.550048828125,3682.47998046875,3646.550048828125,3656.1298828125,968721000.0
2022-09-27 13:30:00+00:00,3686.43994140625,3717.530029296875,3626.159912109375,3633.219970703125,848420501.0
2022-09-27 17:30:00+00:00,3633.18994140625,3659.2099609375,3623.2900390625,3648.489990234375,917646000.0
2022-09-28 13:30:00+00:00,3651.93994140625,3713.43994140625,3640.610107421875,3706.280029296875,851277890.0
2022-09-28 17:30:00+00:00,3706.260009765625,3736.739990234375,3696.530029296875,3717.68994140625,884844000.0
2022-09-29 13:30:00+00:00,3687.010009765625,3687.010009765625,3619.68994140625,3630.7900390625,786727231.0
2022-09-29 17:30:00+00:00,3630.760009765625,3645.25,3610.39990234375,3641.7099609375,999119000.0
2022-09-30 13:30:00+00:00,3633.47998046875,3671.43994140625,3614.5400390625,3640.0,842400569.0
2022-09-30 17:30:00+00:00,3640.02001953125,3641.330078125,3584.1298828125,3589.2900390625,1078299000.0
2022-10-03 13:30:00+00:00,3609.780029296875,3668.93994140625,3604.929931640625,3665.820068359375,828043456.0
2022-10-03 17:30:00+00:00,3665.909912109375,3698.35009765625,3665.909912109375,3677.820068359375,968660000.0
2022-10-04 13:30:00+00:00,3726.4599609375,3789.489990234375,3726.4599609375,3766.31005859375,919025476.0
2022-10-04 17:30:00+00:00,3766.610107421875,3791.8701171875,3764.719970703125,3790.5,979525000.0
2022-10-05 13:30:00+00:00,3753.25,3787.669921875,3722.659912109375,3779.840087890625,835796435.0
2022-10-05 17:30:00+00:00,3779.760009765625,3806.909912109375,3770.169921875,3783.389892578125,887997000.0
2022-10-06 13:30:00+00:00,3771.969970703125,3797.5,3746.580078125,3769.550048828125,831103714.0
2022-10-06 17:30:00+00:00,3769.530029296875,3769.530029296875,3739.590087890625,3744.60009765625,870395000.0
2022-10-07 13:30:00+00:00,3706.739990234375,3706.739990234375,3642.510009765625,3649.840087890625,824050461.0
2022-10-07 17:30:00+00:00,3649.77001953125,3654.169921875,3620.72998046875,3640.3798828125,990486000.0
2022-10-10 13:30:00+00:00,3647.510009765625,3652.169921875,3588.10009765625,3600.929931640625,786974488.0
2022-10-10 17:30:00+00:00,3600.909912109375,3633.909912109375,3600.39990234375,3612.050048828125,840627000.0
2022-10-11 13:30:00+00:00,3595.860107421875,3640.659912109375,3568.449951171875,3624.840087890625,892343762.0
2022-10-11 17:30:00+00:00,3624.889892578125,3631.97998046875,3568.659912109375,3589.159912109375,976120000.0
2022-10-12 13:30:00+00:00,3590.830078125,3608.340087890625,3573.860107421875,3593.889892578125,738800849.0
2022-10-12 17:30:00+00:00,3593.909912109375,3604.340087890625,3576.3701171875,3576.89990234375,891740000.0
2022-10-13 13:30:00+00:00,3520.3701171875,3667.2900390625,3491.580078125,3663.360107421875,1185733860.0
2022-10-13 17:30:00+00:00,3663.43994140625,3685.409912109375,3650.7099609375,3669.47998046875,1002575000.0
2022-10-14 13:30:00+00:00,3690.409912109375,3712.0,3595.35009765625,3604.570068359375,804513642.0
2022-10-14 17:30:00+00:00,3604.409912109375,3611.2900390625,3579.679931640625,3585.72998046875,922296000.0
2022-10-17 13:30:00+00:00,3645.840087890625,3689.72998046875,3645.840087890625,3680.580078125,786701479.0
2022-10-17 17:30:00+00:00,3680.580078125,3689.1298828125,3673.159912109375,3678.39990234375,850585000.0
2022-10-18 13:30:00+00:00,3746.260009765625,3762.7900390625,3686.530029296875,3721.510009765625,860534721.0
2022-10-18 17:30:00+00:00,3722.570068359375,3733.860107421875,3692.52001953125,3721.800048828125,903853000.0
2022-10-19 13:30:00+00:00,3703.110107421875,3728.580078125,3666.510009765625,3676.85009765625,773480311.0
2022-10-19 17:30:00+00:00,3676.820068359375,3696.949951171875,3671.969970703125,3695.9599609375,841261000.0
2022-10-20 13:30:00+00:00,3689.050048828125,3736.0,3674.2099609375,3681.699951171875,857501401.0
2022-10-20 17:30:00+00:00,3681.580078125,3681.820068359375,3656.43994140625,3665.22998046875,888025000.0
2022-10-21 13:30:00+00:00,3657.10009765625,3729.389892578125,3647.419921875,3723.43994140625,926193300.0
2022-10-21 17:30:00+00:00,3723.39990234375,3757.889892578125,3722.9599609375,3752.75,990441000.0
2022-10-24 13:30:00+00:00,3762.010009765625,3796.659912109375,3741.64990234375,3780.7900390625,835169108.0
