time,open,high,low,close,volume
2022-09-22 13:30:00+00:00,13.06999969482422,13.148969650268556,12.52121925354004,12.5910005569458,49257184.0
2022-09-22 17:30:00+00:00,12.59000015258789,12.76099967956543,12.42799949645996,12.559000015258787,23795675.0
2022-09-23 13:30:00+00:00,12.445899963378906,12.611000061035156,12.274999618530272,12.33199977874756,40460403.0
2022-09-23 17:30:00+00:00,12.33057975769043,12.57781982421875,12.256999969482422,12.517000198364258,22709780.0
2022-09-26 13:30:00+00:00,12.4660005569458,12.6589994430542,12.26200008392334,12.291020393371582,31992556.0
2022-09-26 17:30:00+00:00,12.289999961853027,12.444000244140623,12.21399974822998,12.223000526428224,18876494.0
2022-09-27 13:30:00+00:00,12.506999969482422,12.736000061035156,12.258000373840332,12.336000442504885,36403438.0
2022-09-27 17:30:00+00:00,12.335000038146973,12.46500015258789,12.281279563903809,12.40999984741211,16707394.0
2022-09-28 13:30:00+00:00,12.40999984741211,12.75,12.353859901428224,12.600000381469728,35261829.0
2022-09-28 17:30:00+00:00,12.600000381469728,12.822999954223633,12.541000366210938,12.727999687194824,16000226.0
2022-09-29 13:30:00+00:00,12.447999954223633,12.5,12.03499984741211,12.078080177307127,31084153.0
2022-09-29 17:30:00+00:00,12.07699966430664,12.260000228881836,11.946009635925291,12.225000381469728,18685807.0
2022-09-30 13:30:00+00:00,12.194990158081056,12.633000373840332,12.074999809265137,12.422499656677246,33467964.0
2022-09-30 17:30:00+00:00,12.423500061035156,12.427000045776367,12.131999969482422,12.13700008392334,18816449.0
2022-10-03 13:30:00+00:00,12.347000122070312,12.589739799499512,12.105000495910645,12.5339994430542,32941803.0
2022-10-03 17:30:00+00:00,12.53600025177002,12.67799949645996,12.486139297485352,12.512999534606934,18039183.0
2022-10-04 13:30:00+00:00,12.91681957244873,13.219999313354492,12.88757038116455,12.98900032043457,37344076.0
2022-10-04 17:30:00+00:00,12.988000869750977,13.188000679016112,12.967999458312988,13.171000480651855,17044591.0
2022-10-05 13:30:00+00:00,12.899999618530272,13.167999267578123,12.621000289916992,13.09600067138672,30926818.0
2022-10-05 17:30:00+00:00,13.095199584960938,13.321001052856444,13.039999008178713,13.207000732421877,17752279.0
2022-10-06 13:30:00+00:00,13.277000427246094,13.656000137329102,13.144999504089355,13.34600067138672,46744846.0
2022-10-06 17:30:00+00:00,13.34600067138672,13.357000350952148,13.102999687194824,13.128999710083008,14869343.0
2022-10-07 13:30:00+00:00,12.550000190734863,12.670000076293944,12.173999786376951,12.230380058288574,39955100.0
2022-10-07 17:30:00+00:00,12.230999946594238,12.273000717163086,12.022000312805176,12.07800006866455,22537473.0
2022-10-10 13:30:00+00:00,12.074999809265137,12.124320030212402,11.408120155334473,11.565000534057615,43667725.0
2022-10-10 17:30:00+00:00,11.564000129699709,11.808000564575195,11.561800003051758,11.669989585876465,23431815.0
2022-10-11 13:30:00+00:00,11.600000381469728,11.845999717712402,11.282999992370604,11.687999725341797,43240511.0
2022-10-11 17:30:00+00:00,11.690000534057615,11.767999649047852,11.41200065612793,11.586000442504885,19674781.0
2022-10-12 13:30:00+00:00,11.57900047302246,11.734999656677246,11.344999313354492,11.55150032043457,30086121.0
2022-10-12 17:30:00+00:00,11.552000045776367,11.638999938964844,11.482000350952148,11.50100040435791,15824823.0
2022-10-13 13:30:00+00:00,11.035360336303713,12.07798957824707,10.812999725341797,11.954440116882324,57710338.0
2022-10-13 17:30:00+00:00,11.954999923706056,12.05500030517578,11.836000442504885,11.958000183105469,24240801.0
2022-10-14 13:30:00+00:00,12.056249618530272,12.065000534057615,11.244000434875488,11.356840133666992,47024767.0
2022-10-14 17:30:00+00:00,11.354990005493164,11.440000534057615,11.20400047302246,11.233999252319336,20297542.0
2022-10-17 13:30:00+00:00,11.517999649047852,11.932000160217283,11.517000198364258,11.864999771118164,37935576.0
2022-10-17 17:30:00+00:00,11.864999771118164,11.947999954223633,11.824999809265137,11.88700008392334,16433629.0
2022-10-18 13:30:00+00:00,12.483999252319336,12.491999626159668,11.618000030517578,11.89797019958496,41176007.0
2022-10-18 17:30:00+00:00,11.898000717163086,12.066999435424805,11.758999824523926,11.968000411987305,22665496.0
2022-10-19 13:30:00+00:00,11.878999710083008,12.350000381469728,11.833999633789062,11.960320472717283,34333563.0
2022-10-19 17:30:00+00:00,11.960000038146973,12.119999885559082,11.932000160217283,12.058000564575195,15698283.0
2022-10-20 13:30:00+00:00,12.11299991607666,12.769000053405762,12.105000495910645,12.373010635375977,42921603.0
2022-10-20 17:30:00+00:00,12.37399959564209,12.378419876098633,12.126999855041504,12.183000564575195,19630853.0
