timestamp,open,high,low,close,volume
1663848000,300.75,301.2900085449219,287.7200012207031,291.7900085449219,40613540.0
1663862400,291.7300109863281,292.6000061035156,285.82000732421875,288.489990234375,28013535.0
1663934400,283.0899963378906,284.5,274.7699890136719,274.8299865722656,36588936.0
1663948800,274.8299865722656,277.04998779296875,272.82000732421875,275.3299865722656,24756196.0
1664193600,271.0400085449219,284.0899963378906,270.30999755859375,276.17010498046875,35241551.0
1664208000,276.1300048828125,280.5199890136719,275.75,276.04998779296875,20694225.0
1664280000,283.8399963378906,288.6700134277344,278.239990234375,279.9469909667969,36698799.0
1664294400,279.92999267578125,283.760009765625,277.510009765625,283.0199890136719,22886423.0
1664366400,283.0799865722656,285.55499267578125,277.57000732421875,282.5799865722656,30659193.0
1664380800,282.6000061035156,289.0,282.3299865722656,287.760009765625,20507229.0
1664452800,282.760009765625,283.6499938964844,269.02081298828125,270.385009765625,41659325.0
1664467200,270.3299865722656,271.1499938964844,265.7799987792969,268.2799987792969,32881970.0
1664539200,265.29998779296875,275.57000732421875,262.4700012207031,270.8800048828125,39002004.0
1664553600,270.8299865722656,272.4670104980469,265.0,265.20001220703125,24509986.0
1664798400,254.5,255.16000366210938,241.8000030517578,242.74000549316406,55423074.0
1664812800,242.7545928955078,247.2550048828125,241.00999450683594,242.39999389648438,38449869.0
1664884800,250.0,257.5,245.10150146484375,248.66000366210938,60932369.0
1664899200,248.60000610351562,249.69000244140625,242.00999450683594,249.6699981689453,45070985.0
1664971200,243.71499633789062,246.66969299316406,233.27000427246094,236.05999755859375,49002535.0
1664985600,236.08999633789062,242.32000732421875,235.5800018310547,240.7100067138672,34788795.0
1665057600,241.75,244.5800018310547,235.35000610351562,237.9600067138672,39914857.0
1665072000,237.9636993408203,242.8800048828125,237.22000122070312,238.11000061035156,27062988.0
1665144000,233.58999633789062,234.32000732421875,222.7301025390625,222.86000061035156,45267662.0
1665158400,222.8249969482422,224.97610473632812,222.02000427246094,223.07000732421875,34675571.0
1665403200,224.5,226.99000549316406,218.3582000732422,222.7698974609375,41028751.0
1665417600,222.71499633789062,226.25,221.64999389648438,222.94000244140625,24807912.0
1665489600,221.25,225.75,219.55999755859375,222.91360473632812,41732878.0
1665504000,222.94000244140625,224.66969299316406,215.0,216.58999633789062,32835217.0
1665576000,215.3300018310547,217.55999755859375,211.50999450683594,214.86000061035156,39581669.0
