ts,symbol,tf,side,units,price,notional,stop_abs,basis,basis_value,fee,extra
1756136198,US500,1h,BUY,0.781876,6394.8798828125,5000.003103253906,63.948799,equity,10000.0,1.0,"{""proba"": {""-1"": 0.25502927706270595, ""0"": 0.0, ""1"": 0.7449707229372939}}"
1756136201,US500,1h,BUY,0.781876,6394.8798828125,5000.003103253906,63.948799,equity,10000.0,1.0,"{""proba"": {""-1"": 0.25502927706270595, ""0"": 0.0, ""1"": 0.7449707229372939}}"
1756136204,EURUSD,1h,BUY,4291.500039,1.1650937795639038,5000.00000043715,0.011651,equity,10000.0,1.0,"{""proba"": {""-1"": 0.36095319339614784, ""0"": 0.27370363611419923, ""1"": 0.36534317048965315}}"
1756136206,GBPUSD,1h,BUY,3716.700217,1.345279335975647,4999.999999946303,0.013453,equity,10000.0,1.0,"{""proba"": {""-1"": 0.3431797410141518, ""0"": 0.28036368946285795, ""1"": 0.37645656952298967}}"
1756136483,US500,1h,BUY,0.781876,6394.8798828125,5000.003103253906,63.948799,equity,10000.0,1.0,"{""proba"": {""-1"": 0.25502927706270595, ""0"": 0.0, ""1"": 0.7449707229372939}}"
1756136890,US500,1h,BUY,0.781876,6394.8798828125,5000.003103253906,63.948799,equity,10000.0,1.0,"{""proba"": {""-1"": 0.25502927706270595, ""0"": 0.0, ""1"": 0.7449707229372939}}"
1756138330,US500,1h,BUY,0.781876,6394.8798828125,5000.003103253906,63.948799,equity,10000.0,1.0,"{""proba"": {""-1"": 0.25502927706270595, ""0"": 0.0, ""1"": 0.7449707229372939}}"
