timestamp,open,high,low,close,volume
1692662400,21.20706558227539,21.25051498413086,21.181459426879883,21.213520050048828,0.0
1692666000,21.211828231811523,21.211828231811523,21.141429901123047,21.149734497070312,0.0
1692669600,21.149436950683594,21.173494338989258,21.117918014526367,21.121501922607422,0.0
1692673200,21.120954513549805,21.127073287963867,21.0593318939209,21.07332992553711,284480.0
1692676800,21.07465934753418,21.106767654418945,21.005701065063477,21.006031036376953,0.0
1692680400,21.005470275878906,21.030481338500977,20.980031967163086,21.009521484375,0.0
1692684000,21.00971031188965,21.07782745361328,20.981801986694336,21.073583602905273,3249856.0
1692687600,21.07445526123047,21.16935920715332,21.07445526123047,21.156274795532227,0.0
1692691200,21.155643463134766,21.190526962280273,21.080930709838867,21.08797264099121,0.0
1692694800,21.08761978149414,21.15378189086914,21.07984161376953,21.118446350097656,0.0
1692698400,21.11623764038086,21.11623764038086,20.993873596191406,21.00246238708496,0.0
1692702000,21.0031795501709,21.019269943237305,20.953187942504883,20.953432083129883,0.0
1692705600,20.953353881835938,21.055889129638672,20.934995651245117,21.003812789916992,81600.0
1692709200,20.998611450195312,20.998611450195312,20.867517471313477,20.868112564086914,9714432.0
1692712800,20.86672592163086,20.934398651123047,20.7829532623291,20.812021255493164,2192480.0
1692716400,20.80953598022461,20.8698787689209,20.71103858947754,20.718442916870117,0.0
1692720000,20.712987899780273,20.712987899780273,20.462717056274414,20.684669494628906,10125424.0
1692723600,20.680824279785156,20.680824279785156,20.157358169555664,20.163963317871094,14607072.0
1692727200,20.163976669311523,20.336475372314453,20.0349063873291,20.26805305480957,21093952.0
1692730800,20.268497467041016,20.364364624023438,20.084495544433594,20.08470916748047,0.0
1692734400,20.083127975463867,20.234092712402344,20.082286834716797,20.208932876586914,202208.0
1692738000,20.216869354248047,20.247880935668945,19.73546600341797,19.949419021606445,41527392.0
1692741600,19.9530086517334,20.37562370300293,19.95099639892578,20.362937927246094,21060032.0
1692745200,20.361509323120117,20.577472686767578,20.334585189819336,20.54351043701172,13458880.0
1692748800,20.547348022460938,20.6612491607666,20.547348022460938,20.55281639099121,5763488.0
1692752400,20.550735473632812,20.665542602539062,20.487632751464844,20.598052978515625,3132864.0
