ts,env_base,live,symbol,epic,side,size_in,size,step,min_size,stop_distance,limit_distance,account_ccy,endpoint,result_ok,deal_ref,raw
1756146413.6447873,https://api-capital.backend-capital.com,1,US500,US500,BUY,0.146,1.0,1.0,1.0,63.948799,127.897598,EUR,/positions,1,o_f0d93b7e-91de-492d-ad32-592273644a06,"{""ok"": true, ""preview"": {""epic"": ""US500"", ""meta"": {""source"": ""auto"", ""hit"": {""instrumentName"": ""US 500"", ""instrumentId"": 21680337780298948, ""expiry"": ""-"", ""epic"": ""US500"", ""symbol"": ""US500"", ""instrumentType"": ""INDICES"", ""marketStatus"": ""TRADEABLE"", ""lotSize"": 1, ""high"": 6471.9, ""low"": 6444.5, ""percentageChange"": -0.18, ""netChange"": -10.8, ""bid"": 6455.9, ""offer"": 6456.3, ""updateTime"": ""2025-08-25T21:26:47.315"", ""updateTimeUTC"": ""2025-08-25T18:26:47.315"", ""delayTime"": 0, ""streamingPricesAvailable"": true, ""scalingFactor"": 1, ""marketModes"": [""REGULAR""], ""pipPosition"": 0, ""tickSize"": 0.1}}, ""market_rules"": {""min_size"": 1.0, ""step"": 1.0, ""lotSize"": 1}, ""direction"": ""BUY"", ""size_in"": 0.146, ""size"": 1.0, ""currency"": ""EUR"", ""stop_distance"": 63.948799, ""limit_distance"": 127.897598, ""note"": ""LIVE""}, ""result"": {""dealReference"": ""o_f0d93b7e-91de-492d-ad32-592273644a06"", ""payload"": {""epic"": ""US500"", ""expiry"": ""-"", ""direction"": ""BUY"", ""size"": 1.0, ""orderType"": ""MARKET"", ""timeInForce"": ""FILL_OR_KILL"", ""forceOpen"": true, ""guaranteedStop"": false, ""dealReference"": ""28281867-0964-409a-8511-3ad32e04ea2b"", ""currencyCode"": ""EUR"", ""stopDistance"": 63.948799, ""limitDistance"": 127.897598}}, ""endpoint"": ""/positions""}"
1756146419.5217314,https://api-capital.backend-capital.com,1,US500,US500,BUY,0.145,1.0,1.0,1.0,63.948799,127.897598,EUR,/positions,1,o_1c626c84-f027-49f8-bc1a-25b513f2ac6c,"{""ok"": true, ""preview"": {""epic"": ""US500"", ""meta"": {""source"": ""auto"", ""hit"": {""instrumentName"": ""US 500"", ""instrumentId"": 21680337780298948, ""expiry"": ""-"", ""epic"": ""US500"", ""symbol"": ""US500"", ""instrumentType"": ""INDICES"", ""marketStatus"": ""TRADEABLE"", ""lotSize"": 1, ""high"": 6471.9, ""low"": 6444.5, ""percentageChange"": -0.18, ""netChange"": -10.8, ""bid"": 6455.7, ""offer"": 6456.1, ""updateTime"": ""2025-08-25T21:26:58.194"", ""updateTimeUTC"": ""2025-08-25T18:26:58.194"", ""delayTime"": 0, ""streamingPricesAvailable"": true, ""scalingFactor"": 1, ""marketModes"": [""REGULAR""], ""pipPosition"": 0, ""tickSize"": 0.1}}, ""market_rules"": {""min_size"": 1.0, ""step"": 1.0, ""lotSize"": 1}, ""direction"": ""BUY"", ""size_in"": 0.145, ""size"": 1.0, ""currency"": ""EUR"", ""stop_distance"": 63.948799, ""limit_distance"": 127.897598, ""note"": ""LIVE""}, ""result"": {""dealReference"": ""o_1c626c84-f027-49f8-bc1a-25b513f2ac6c"", ""payload"": {""epic"": ""US500"", ""expiry"": ""-"", ""direction"": ""BUY"", ""size"": 1.0, ""orderType"": ""MARKET"", ""timeInForce"": ""FILL_OR_KILL"", ""forceOpen"": true, ""guaranteedStop"": false, ""dealReference"": ""ed4eeaa4-5d9c-4c68-89a0-9dbab7ea645b"", ""currencyCode"": ""EUR"", ""stopDistance"": 63.948799, ""limitDistance"": 127.897598}}, ""endpoint"": ""/positions""}"
