timestamp,open,high,low,close,volume
1750550400,2307.244384765625,2312.005126953125,2274.85107421875,2285.04736328125,222843904.0
1750551300,2282.193115234375,2292.431884765625,2281.3408203125,2284.98974609375,2416959488.0
1750552200,2284.9580078125,2313.613525390625,2284.9580078125,2301.25537109375,1650295808.0
1750553100,2300.200927734375,2306.3798828125,2293.98974609375,2295.56640625,1047468032.0
1750554000,2295.00537109375,2298.94970703125,2288.804931640625,2298.94970703125,163143680.0
1750554900,2295.23583984375,2295.23583984375,2280.404541015625,2285.63818359375,1129730048.0
1750555800,2286.4521484375,2286.9384765625,2270.16552734375,2278.152099609375,885825536.0
1750556700,2278.205322265625,2283.13916015625,2267.253173828125,2267.253173828125,157562880.0
1750557600,2267.141357421875,2283.2080078125,2261.564697265625,2272.96435546875,593978368.0
1750558500,2273.138427734375,2273.138427734375,2257.7529296875,2267.608154296875,2581014528.0
1750559400,2267.215576171875,2267.215576171875,2256.138427734375,2261.82763671875,574799872.0
1750560300,2263.064453125,2271.900146484375,2258.937744140625,2269.013671875,1328859136.0
1750561200,2267.83984375,2274.576904296875,2267.83984375,2273.49658203125,2429046784.0
1750562100,2271.34716796875,2273.328369140625,2256.224609375,2257.418212890625,0.0
1750563000,2256.266357421875,2265.235595703125,2256.266357421875,2260.4111328125,3377657856.0
1750563900,2263.079345703125,2265.18505859375,2257.566650390625,2263.721923828125,865675264.0
1750564800,2264.9921875,2282.167724609375,2264.142822265625,2278.72900390625,334577664.0
1750565700,2281.22265625,2281.22265625,2277.16552734375,2279.110107421875,2463776768.0
1750566600,2279.829833984375,2288.599609375,2277.16162109375,2278.155029296875,1236908032.0
1750567500,2277.662353515625,2285.516357421875,2277.662353515625,2285.516357421875,49305600.0
1750568400,2283.796142578125,2290.821533203125,2283.796142578125,2288.402587890625,867612672.0
1750569300,2288.614990234375,2294.49072265625,2286.197021484375,2288.954833984375,1280032768.0
1750570200,2289.41162109375,2289.41162109375,2281.37744140625,2282.2470703125,0.0
1750571100,2283.006103515625,2289.91064453125,2281.6845703125,2289.91064453125,1185208320.0
1750572000,2290.138671875,2294.127685546875,2286.22216796875,2292.310302734375,196634624.0
1750572900,2293.62109375,2297.589111328125,2291.890625,2292.803955078125,948975616.0
1750573800,2291.589599609375,2293.66796875,2289.567626953125,2289.567626953125,0.0
1750574700,2289.2900390625,2289.479248046875,2286.197998046875,2286.27490234375,444368896.0
1750575600,2287.10888671875,2288.8984375,2284.892333984375,2284.892333984375,939905024.0
1750576500,2284.329345703125,2286.72802734375,2282.578125,2285.7744140625,285323264.0
1750577400,2285.541015625,2285.541015625,2270.85693359375,2270.85693359375,241307648.0
1750578300,2269.94921875,2273.92236328125,2269.83349609375,2271.4404296875,999233536.0
1750579200,2272.376953125,2276.4853515625,2266.786865234375,2271.010986328125,936032256.0
1750580100,2273.7041015625,2275.925048828125,2271.4765625,2271.65966796875,124270592.0
1750581000,2274.1376953125,2276.298828125,2270.834228515625,2276.298828125,878747648.0
1750581900,2275.347412109375,2275.347412109375,2270.567626953125,2274.40478515625,788959232.0
1750582800,2275.333740234375,2279.641845703125,2270.810546875,2273.27880859375,630274048.0
1750583700,2273.851806640625,2275.679443359375,2255.843017578125,2257.53369140625,619235328.0
1750584600,2257.4853515625,2264.171142578125,2253.699462890625,2261.903076171875,825899008.0
1750585500,2258.419921875,2260.652099609375,2242.7158203125,2242.7158203125,1534842880.0
1750586400,2242.7568359375,2251.9716796875,2241.505615234375,2250.307861328125,1263728640.0
1750587300,2253.555908203125,2259.663330078125,2250.490478515625,2258.486328125,128163840.0
