symbol,epic,type,expiry,marginFactor,minDealSize
"JNUG","JNUG","-","-","",""
"JOBY","JOBY","-","-","",""
"JOUT","JOUT","-","-","",""
"JPM","JPM","-","-","",""
"JSE","JSE","-","-","",""
"JSG","JSG","-","-","",""
"JSTUSD","JSTUSD","-","-","",""
"JTC","JTC","-","-","",""
"JTOUSD","JTOUSD","-","-","",""
"JULPHAR","JULPHAR","-","-","",""
"JUNOUSD","JUNOUSD","-","-","",""
"JUP","JUP","-","-","",""
"JUPUSD","JUPUSD","-","-","",""
"JUSD","JUSD","-","-","",""
"JUST","JUST","-","-","",""
"JUVE","JUVE","-","-","",""
"JUVUSD","JUVUSD","-","-","",""
"KAIAUSD","KAIAUSD","-","-","",""
"KAITOUSD","KAITOUSD","-","-","",""
"KARAU","KARAU","-","-","",""
"KARUSD","KARUSD","-","-","",""
"KASUSD","KASUSD","-","-","",""
"KAVAUSD","KAVAUSD","-","-","",""
"KBX","KBX","-","-","",""
"KCZ2025","KCZ2025","-","-","",""
"KD","KD","-","-","",""
"KDP","KDP","-","-","",""
"KEFI","KEFI","-","-","",""
"KEN","KEN","-","-","",""
"KER","KER","-","-","",""
"KERNELUSD","KERNELUSD","-","-","",""
"KEYUSD","KEYUSD","-","-","",""
"KFS","KFS","-","-","",""
"KGF","KGF","-","-","",""
"KGHK","KGHK","-","-","",""
"KGNAU","KGNAU","-","-","",""
"KGX","KGX","-","-","",""
"KIEGB","KIEGB","-","-","",""
"KINTUSD","KINTUSD","-","-","",""
"KINUSD","KINUSD","-","-","",""
"KINVB","KINVB","-","-","",""
"KITW","KITW","-","-","",""
"K","K","-","-","",""
"KLAC","KLAC","-","-","",""
"KLRGB","KLRGB","-","-","",""
"KLRS","KLRS","-","-","",""
"KMDAU","KMDAU","-","-","",""
"KMI","KMI","-","-","",""
"KMK","KMK","-","-","",""
"KMNOUSD","KMNOUSD","-","-","",""
"KMR","KMR","-","-","",""
"KNCUSD","KNCUSD","-","-","",""
"KNDI","KNDI","-","-","",""
"KNIN","KNIN","-","-","",""
"KN","KN","-","-","",""
"KNOP","KNOP","-","-","",""
"KNOS","KNOS","-","-","",""
"KOA","KOA","-","-","",""
"KOBANUSD","KOBANUSD","-","-","",""
"KOD","KOD","-","-","",""
"KOG","KOG","-","-","",""
"KO","KO","-","-","",""
"KOO","KOO","-","-","",""
"KOPN","KOPN","-","-","",""
"KP3RUSD","KP3RUSD","-","-","",""
"KPN","KPN","-","-","",""
"KR","KR","-","-","",""
"KRMAU","KRMAU","-","-","",""
"KRX","KRX","-","-","",""
"KRZ","KRZ","-","-","",""
"KSMUSD","KSMUSD","-","-","",""
"KSS","KSS","-","-","",""
"KT","KT","-","-","",""
"KTOS","KTOS","-","-","",""
"KUD","KUD","-","-","",""
"KULR","KULR","-","-","",""
"KWEB","KWEB","-","-","",""
"KW","KW","-","-","",""
"L3USD","L3USD","-","-","",""
"LAB","LAB","-","-","",""
"LANDL","LANDL","-","-","",""
"LAR","LAR","-","-","",""
"LASR","LASR","-","-","",""
"LAYERUSD","LAYERUSD","-","-","",""
"LAZIOUSD","LAZIOUSD","-","-","",""
"LAZR","LAZR","-","-","",""
"LBCA","LBCA","-","-","",""
"LBG","LBG","-","-","",""
"LCC","LCC","-","-","",""
"LCCU2025","LCCU2025","-","-","",""
"LCCZ2025","LCCZ2025","-","-","",""
"LCID","LCID","-","-","",""
"LCOX2025","LCOX2025","-","-","",""
"LCOZ2025","LCOZ2025","-","-","",""
"LCV2025","LCV2025","-","-","",""
"LCXUSD","LCXUSD","-","-","",""
"LDG","LDG","-","-","",""
"LDO","LDO","-","-","",""
"LDOUSD","LDOUSD","-","-","",""
"LEAD","LEAD","-","-","",""
"LEANHOGS","LEANHOGS","-","-","",""
"LE","LE","-","-","",""
"LEN","LEN","-","-","",""
"LEOUSD","LEOUSD","-","-","",""
"LESL","LESL","-","-","",""
"LEU","LEU","-","-","",""
"LFMD","LFMD","-","-","",""
"LGEN","LGEN","-","-","",""
"LGHL","LGHL","-","-","",""
"LGOU2025","LGOU2025","-","-","",""
"LGOV2025","LGOV2025","-","-","",""
"LGVN","LGVN","-","-","",""
"LHA","LHA","-","-","",""
"LH","LH","-","-","",""
"LHV2025","LHV2025","-","-","",""
"LIAB","LIAB","-","-","",""
"LIAC","LIAC","-","-","",""
"LIFCOB","LIFCOB","-","-","",""
"LIGHT","LIGHT","-","-","",""
"LII","LII","-","-","",""
"LI","LI","-","-","",""
"LINKUSD","LINKUSD","-","-","",""
"LIO","LIO","-","-","",""
"LISP","LISP","-","-","",""
"LIT","LIT","-","-","",""
"LITL","LITL","-","-","",""
"LITUSD","LITUSD","-","-","",""
"LIUS","LIUS","-","-","",""
"LIVECATTLE","LIVECATTLE","-","-","",""
"LKFN","LKFN","-","-","",""
"L","L","-","-","",""
"LLCAU","LLCAU","-","-","",""
"LLOY","LLOY","-","-","",""
"LLY","LLY","-","-","",""
"LMDR","LMDR","-","-","",""
"LMND","LMND","-","-","",""
"LMP","LMP","-","-","",""
"LMT","LMT","-","-","",""
"LMWRUSD","LMWRUSD","-","-","",""
"LNTH","LNTH","-","-","",""
"LOCKINUSD","LOCKINUSD","-","-","",""
"LOG","LOG","-","-","",""
"LOGN","LOGN","-","-","",""
"LONN","LONN","-","-","",""
"LORD","LORD","-","-","",""
"LOT","LOT","-","-","",""
"LOW","LOW","-","-","",""
"LPK","LPK","-","-","",""
"LPRO","LPRO","-","-","",""
"LPSN","LPSN","-","-","",""
"LPTUSD","LPTUSD","-","-","",""
"LQTYUSD","LQTYUSD","-","-","",""
"LRC","LRC","-","-","",""
"LRCUSD","LRCUSD","-","-","",""
"LRCX2025","LRCX2025","-","-","",""
"LRE","LRE","-","-","",""
"LR","LR","-","-","",""
"LRM","LRM","-","-","",""
"LSC","LSC","-","-","",""
"LSE","LSE","-","-","",""
"LSETHUSD","LSETHUSD","-","-","",""
"LSG","LSG","-","-","",""
"LSKUSD","LSKUSD","-","-","",""
"LSTA","LSTA","-","-","",""
"LSUV2025","LSUV2025","-","-","",""
"LTBR","LTBR","-","-","",""
"LTCBTC","LTCBTC","-","-","",""
"LTCEUR","LTCEUR","-","-","",""
"LTCUSD","LTCUSD","-","-","",""
"LTHMGB","LTHMGB","-","-","",""
"LUCEL","LUCEL","-","-","",""
"LUG","LUG","-","-","",""
"LU","LU","-","-","",""
"LULU","LULU","-","-","",""
"LUMBER","LUMBER","-","-","",""
"LUMI","LUMI","-","-","",""
"LUMN","LUMN","-","-","",""
"LUNA2USD","LUNA2USD","-","-","",""
"LUNCA","LUNCA","-","-","",""
"LUNCUSD","LUNCUSD","-","-","",""
"LUNR","LUNR","-","-","",""
"LVO","LVO","-","-","",""
"LWLG","LWLG","-","-","",""
"LW","LW","-","-","",""
"LXRX2025","LXRX2025","-","-","",""
"LXS","LXS","-","-","",""
"LYCAU","LYCAU","-","-","",""
"LYFT","LYFT","-","-","",""
"LYTS","LYTS","-","-","",""
"M2Z","M2Z","-","-","",""
"M44USG","M44USG","-","-","",""
"MAB1","MAB1","-","-","",""
"MAB","MAB","-","-","",""
"MAGICUSD","MAGICUSD","-","-","",""
"MAG","MAG","-","-","",""
"MAHAU","MAHAU","-","-","",""
"MAJORUSD","MAJORUSD","-","-","",""
"MA","MA","-","-","",""
"MANAUSD","MANAUSD","-","-","",""
"MANAZEL","MANAZEL","-","-","",""
"MAP","MAP","-","-","",""
"MAPS","MAPS","-","-","",""
"MAQAU","MAQAU","-","-","",""
"MARA","MARA","-","-","",""
"MARS","MARS","-","-","",""
"MASB","MASB","-","-","",""
"MASKUSD","MASKUSD","-","-","",""
"MATICUSD","MATICUSD","-","-","",""
"MATUSD","MATUSD","-","-","",""
"MBBD","MBBD","-","-","",""
"MBB","MBB","-","-","",""
"MBGN","MBGN","-","-","",""
"MBH","MBH","-","-","",""
"MB","MB","-","-","",""
"MBTN","MBTN","-","-","",""
"MCD","MCD","-","-","",""
"MCFR","MCFR","-","-","",""
"MCGGB","MCGGB","-","-","",""
"MCHI","MCHI","-","-","",""
"MCHP","MCHP","-","-","",""
"MC","MC","-","-","",""
"MCRB","MCRB","-","-","",""
"MCU3","MCU3","-","-","",""
"MCUSD","MCUSD","-","-","",""
"MDB","MDB","-","-","",""
"MDLZ","MDLZ","-","-","",""
"MDM","MDM","-","-","",""
"MEDIVIR","MEDIVIR","-","-","",""
"MEI","MEI","-","-","",""
"MEKO","MEKO","-","-","",""
"MELANIAUSD","MELANIAUSD","-","-","",""
"MELI","MELI","-","-","",""
"MEL","MEL","-","-","",""
"MEMEUSD","MEMEUSD","-","-","",""
"MENGOUSD","MENGOUSD","-","-","",""
"MERCGB","MERCGB","-","-","",""
"MERC","MERC","-","-","",""
"MERLUSD","MERLUSD","-","-","",""
"MER","MER","-","-","",""
"MERY","MERY","-","-","",""
"META","META","-","-","",""
"METC","METC","-","-","",""
"METHUSD","METHUSD","-","-","",""
"METISUSD","METISUSD","-","-","",""
"METV","METV","-","-","",""
"MEUSD","MEUSD","-","-","",""
"MEWUSD","MEWUSD","-","-","",""
"MFGAU","MFGAU","-","-","",""
"MGAM","MGAM","-","-","",""
"MG","MG","-","-","",""
"MGNS","MGNS","-","-","",""
"MGRAU","MGRAU","-","-","",""
"MGV","MGV","-","-","",""
"MGXAU","MGXAU","-","-","",""
"MH","MH","-","-","",""
"MIAX","MIAX","-","-","",""
"MICHIUSD","MICHIUSD","-","-","",""
"MINAU","MINAU","-","-","",""
"MINAUSD","MINAUSD","-","-","",""
"MING","MING","-","-","",""
"MIRUSD","MIRUSD","-","-","",""
"MJ","MJ","-","-","",""
"MKRUSD","MKRUSD","-","-","",""
"MKS","MKS","-","-","",""
"MLAB","MLAB","-","-","",""
"MLFR","MLFR","-","-","",""
"MLNUSD","MLNUSD","-","-","",""
"M","M","-","-","",""
"MMB","MMB","-","-","",""
"MMI","MMI","-","-","",""
"MMLP","MMLP","-","-","",""
"MMT","MMT","-","-","",""
"MNDAU","MNDAU","-","-","",""
"MNDI","MNDI","-","-","",""
"MNDY","MNDY","-","-","",""
"MNG","MNG","-","-","",""
"MNGOUSD","MNGOUSD","-","-","",""
"MNKS","MNKS","-","-","",""
"MNMD","MNMD","-","-","",""
"MNTUSD","MNTUSD","-","-","",""
"MODG","MODG","-","-","",""
"MODON","MODON","-","-","",""
"MOGUSD","MOGUSD","-","-","",""
"MOH","MOH","-","-","",""
"MO","MO","-","-","",""
"MONC","MONC","-","-","",""
"MONY","MONY","-","-","",""
"MOODENGUSD","MOODENGUSD","-","-","",""
"MOONGB","MOONGB","-","-","",""
"MOONUSD","MOONUSD","-","-","",""
"MORPHOUSD","MORPHOUSD","-","-","",""
"MORR","MORR","-","-","",""
"MOSGB","MOSGB","-","-","",""
"MOVEUSD","MOVEUSD","-","-","",""
"MOVRUSD","MOVRUSD","-","-","",""
"MOWI","MOWI","-","-","",""
"MP1AU","MP1AU","-","-","",""
"MPAC","MPAC","-","-","",""
"MPC","MPC","-","-","",""
"MPE","MPE","-","-","",""
"MP","MP","-","-","",""
"MPTI","MPTI","-","-","",""
"MPX","MPX","-","-","",""
"MQGAU","MQGAU","-","-","",""
"MQ","MQ","-","-","",""
"MRCC","MRCC","-","-","",""
"MRCUK","MRCUK","-","-","",""
"MRKD","MRKD","-","-","",""
"MRK","MRK","-","-","",""
"MRL","MRL","-","-","",""
"MRNA","MRNA","-","-","",""
"MRO.L","MRO.L","-","-","",""
"MRVL","MRVL","-","-","",""
"MSBAU","MSBAU","-","-","",""
"MSCI","MSCI","-","-","",""
"MSFT","MSFT","-","-","",""
"MSLH","MSLH","-","-","",""
"MSM","MSM","-","-","",""
"MS","MS","-","-","",""
"MSOLUSD","MSOLUSD","-","-","",""
"MSTL","MSTL","-","-","",""
"MSTR","MSTR","-","-","",""
"MSTU","MSTU","-","-","",""
"MSTX","MSTX","-","-","",""
"MTCM","MTCM","-","-","",""
"MTGB","MTGB","-","-","",""
"MTL","MTL","-","-","",""
"MTLN","MTLN","-","-","",""
"MTM","MTM","-","-","",""
"MT","MT","-","-","",""
"MTO","MTO","-","-","",""
"MTRO","MTRO","-","-","",""
"MTSAU","MTSAU","-","-","",""
"MTUS","MTUS","-","-","",""
"MTVW","MTVW","-","-","",""
"MTXDE","MTXDE","-","-","",""
"MULTIPLY","MULTIPLY","-","-","",""
"MULTIUSD","MULTIUSD","-","-","",""
"MU","MU","-","-","",""
"MUR","MUR","-","-","",""
"MUSD","MUSD","-","-","",""
"MUV2","MUV2","-","-","",""
"MUXD","MUXD","-","-","",""
"MVIS","MVIS","-","-","",""
"MVPAU","MVPAU","-","-","",""
"MVST","MVST","-","-","",""
"MVUSD","MVUSD","-","-","",""
"MXCUSD","MXCUSD","-","-","",""
"MXNJPY","MXNJPY","-","-","",""
"MYCR","MYCR","-","-","",""
"MYGN","MYGN","-","-","",""
"MYRAU","MYRAU","-","-","",""
"MYSE","MYSE","-","-","",""
"MYXAU","MYXAU","-","-","",""
"MZN3","MZN3","-","-","",""
"N2IUSG","N2IUSG","-","-","",""
"N91","N91","-","-","",""
"NA9","NA9","-","-","",""
"NAAS","NAAS","-","-","",""
"NABAU","NABAU","-","-","",""
"NAH","NAH","-","-","",""
"NAK","NAK","-","-","",""
"NANAU","NANAU","-","-","",""
"NANOUSD","NANOUSD","-","-","",""
"NASO","NASO","-","-","",""
"NAT","NAT","-","-","",""
"NATURALGAS","NATURALGAS","-","-","",""
"NAVXUSD","NAVXUSD","-","-","",""
"NBGR","NBGR","-","-","",""
"NBIS","NBIS","-","-","",""
"NBN","NBN","-","-","",""
"NBR","NBR","-","-","",""
"NBS","NBS","-","-","",""
"NCCB","NCCB","-","-","",""
"NCC","NCC","-","-","",""
"NCKAU","NCKAU","-","-","",""
"NC","NC","-","-","",""
"NCNOUS","NCNOUS","-","-","",""
"NCTH","NCTH","-","-","",""
"NCTY","NCTY","-","-","",""
"NCUSD","NCUSD","-","-","",""
"NDA","NDA","-","-","",""
"NDAQ","NDAQ","-","-","",""
"NDASEK","NDASEK","-","-","",""
"NDX1","NDX1","-","-","",""
"NEARUSD","NEARUSD","-","-","",""
"NECAU","NECAU","-","-","",""
"NEE","NEE","-","-","",""
"NEIROUSD","NEIROUSD","-","-","",""
"NEL","NEL","-","-","",""
"NEMAU","NEMAU","-","-","",""
"NEMDE","NEMDE","-","-","",""
"NEM","NEM","-","-","",""
"NEOBTC","NEOBTC","-","-","",""
"NEO","NEO","-","-","",""
"NEOUSD","NEOUSD","-","-","",""
"NEOUS","NEOUS","-","-","",""
"NESF","NESF","-","-","",""
"NESN","NESN","-","-","",""
"NETC","NETC","-","-","",""
"NET","NET","-","-","",""
"NEUE","NEUE","-","-","",""
"NEWAB","NEWAB","-","-","",""
"NEXI","NEXI","-","-","",""
"NEXP","NEXP","-","-","",""
"NFE","NFE","-","-","",""
"NFGN","NFGN","-","-","",""
"NFLX","NFLX","-","-","",""
"NGIAU","NGIAU","-","-","",""
"NGL","NGL","-","-","",""
"NGLNMV2025","NGLNMV2025","-","-","",""
"NG.","NG.","-","-","",""
"NGV2025","NGV2025","-","-","",""
"NGX2025","NGX2025","-","-","",""
"NHCAU","NHCAU","-","-","",""
"NHFAU","NHFAU","-","-","",""
"NHH","NHH","-","-","",""
"NHY","NHY","-","-","",""
"NIBEB","NIBEB","-","-","",""
"NICKEL","NICKEL","-","-","",""
"NICL","NICL","-","-","",""
"NILBS","NILBS","-","-","",""
"NILUSD","NILUSD","-","-","",""
"NI","NI","-","-","",""
"NIO","NIO","-","-","",""
"NIOX","NIOX","-","-","",""
"NIU","NIU","-","-","",""
"NKE","NKE","-","-","",""
"NK","NK","-","-","",""
"NKSH","NKSH","-","-","",""
"NL25","NL25","-","-","",""
"NMAX","NMAX","-","-","",""
"NMDC","NMDC","-","-","",""
"NMG","NMG","-","-","",""
"NMRA","NMRA","-","-","",""
"NMRUSD","NMRUSD","-","-","",""
"NNBR","NNBR","-","-","",""
"NNE","NNE","-","-","",""
"NNNL","NNNL","-","-","",""
"NNVC","NNVC","-","-","",""
"NOAH","NOAH","-","-","",""
"NOBI","NOBI","-","-","",""
"NODLUSD","NODLUSD","-","-","",""
"NOD","NOD","-","-","",""
"NOEJ","NOEJ","-","-","",""
"NOKDKK","NOKDKK","-","-","",""
"NOKIA","NOKIA","-","-","",""
"NOKJPY","NOKJPY","-","-","",""
"NOKSEK","NOKSEK","-","-","",""
"NOLAB","NOLAB","-","-","",""
"NONG","NONG","-","-","",""
"NOSUSD","NOSUSD","-","-","",""
"NOTUSD","NOTUSD","-","-","",""
"NOVN","NOVN","-","-","",""
"NOV","NOV","-","-","",""
"NOW","NOW","-","-","",""
"NPCUSD","NPCUSD","-","-","",""
"NPK","NPK","-","-","",""
"NPWR","NPWR","-","-","",""
"NQU2025","NQU2025","-","-","",""
"NRGV","NRGV","-","-","",""
"NRR","NRR","-","-","",""
"NSRAU","NSRAU","-","-","",""
"NSSC","NSSC","-","-","",""
"NSTAU","NSTAU","-","-","",""
"NTAP","NTAP","-","-","",""
"NTGY","NTGY","-","-","",""
"NTNX","NTNX","-","-","",""
"NTRNUSD","NTRNUSD","-","-","",""
"NTSX","NTSX","-","-","",""
"NUFAU","NUFAU","-","-","",""
"NUGT","NUGT","-","-","",""
"NU","NU","-","-","",""
"NVAX","NVAX","-","-","",""
"NVDA","NVDA","-","-","",""
"NVO","NVO","-","-","",""
"NVTS","NVTS","-","-","",""
"NVXAU","NVXAU","-","-","",""
"NWFL","NWFL","-","-","",""
"NWF","NWF","-","-","",""
"NWHAU","NWHAU","-","-","",""
"NWLAU","NWLAU","-","-","",""
"NWL","NWL","-","-","",""
"NWPX","NWPX","-","-","",""
"NXE","NXE","-","-","",""
"NXI","NXI","-","-","",""
"NXQ","NXQ","-","-","",""
"NXTAU","NXTAU","-","-","",""
"NXTGB","NXTGB","-","-","",""
"NXTT","NXTT","-","-","",""
"NYFANG","NYFANG","-","-","",""
"NYMUSD","NYMUSD","-","-","",""
"NZDCAD","NZDCAD","-","-","",""
"NZDCHF","NZDCHF","-","-","",""
"NZDCNH","NZDCNH","-","-","",""
"NZDHKD","NZDHKD","-","-","",""
"NZDJPY","NZDJPY","-","-","",""
"NZDMXN","NZDMXN","-","-","",""
"NZDPLN","NZDPLN","-","-","",""
"NZDSEK","NZDSEK","-","-","",""
"NZDSGD","NZDSGD","-","-","",""
"NZDUSD","NZDUSD","-","-","",""
"NZMAU","NZMAU","-","-","",""
"O39SG","O39SG","-","-","",""
"O5RUSG","O5RUSG","-","-","",""
"OASUSD","OASUSD","-","-","",""
"OATS","OATS","-","-","",""
"OBI","OBI","-","-","",""
"OBLAU","OBLAU","-","-","",""
"OCDO","OCDO","-","-","",""
"OCEANUSD","OCEANUSD","-","-","",""
"OCFT","OCFT","-","-","",""
"OCGN","OCGN","-","-","",""
"OCI","OCI","-","-","",""
"OCLAU","OCLAU","-","-","",""
"OCNGB","OCNGB","-","-","",""
"OC","OC","-","-","",""
"OCX","OCX","-","-","",""
"ODOSUSD","ODOSUSD","-","-","",""
"OERL","OERL","-","-","",""
"OFLX","OFLX","-","-","",""
"OFXAU","OFXAU","-","-","",""
"OGNUSD","OGNUSD","-","-","",""
"OGUSD","OGUSD","-","-","",""
"OHI","OHI","-","-","",""
"OHL","OHL","-","-","",""
"OIH","OIH","-","-","",""
"OIL_BRENT","OIL_BRENT","-","-","",""
"OIL_CRUDE","OIL_CRUDE","-","-","",""
"OIZ","OIZ","-","-","",""
"OJX2025","OJX2025","-","-","",""
"OKE","OKE","-","-","",""
"OKLO","OKLO","-","-","",""
"OKSOLUSD","OKSOLUSD","-","-","",""
"OKTA","OKTA","-","-","",""
"OKTUSD","OKTUSD","-","-","",""
"OKUR","OKUR","-","-","",""
"OLB","OLB","-","-","",""
"OLLI","OLLI","-","-","",""
"OLMA","OLMA","-","-","",""
"OLPX","OLPX","-","-","",""
"OLUSD","OLUSD","-","-","",""
"OMGUSD","OMGUSD","-","-","",""
"OMHAU","OMHAU","-","-","",""
"OMIUSD","OMIUSD","-","-","",""
"OMLAU","OMLAU","-","-","",""
"OMNIUSD","OMNIUSD","-","-","",""
"ONDO","ONDO","-","-","",""
"ONDOUSD","ONDOUSD","-","-","",""
"ONEUSD","ONEUSD","-","-","",""
"ON","ON","-","-","",""
"ONON","ONON","-","-","",""
"ONT","ONT","-","-","",""
"O","O","-","-","",""
"OPAL","OPAL","-","-","",""
"OPAR","OPAR","-","-","",""
"OPEN","OPEN","-","-","",""
"OPI","OPI","-","-","",""
"OPK","OPK","-","-","",""
"OPM","OPM","-","-","",""
"OPRA","OPRA","-","-","",""
"OPT","OPT","-","-","",""
"OPUSD","OPUSD","-","-","",""
"ORAAU","ORAAU","-","-","",""
"ORAP","ORAP","-","-","",""
"ORCAUSD","ORCAUSD","-","-","",""
"ORCL","ORCL","-","-","",""
"ORGAU","ORGAU","-","-","",""
"ORGN","ORGN","-","-","",""
"ORIAU","ORIAU","-","-","",""
"ORK","ORK","-","-","",""
"ORN","ORN","-","-","",""
"OR","OR","-","-","",""
"ORP","ORP","-","-","",""
"ORRON","ORRON","-","-","",""
"OSB","OSB","-","-","",""
"OSCR","OSCR","-","-","",""
"OSMOUSD","OSMOUSD","-","-","",""
"OS","OS","-","-","",""
"OSUR","OSUR","-","-","",""
"OTER","OTER","-","-","",""
"OTLY","OTLY","-","-","",""
"OUEREIT","OUEREIT","-","-","",""
"OV8SG","OV8SG","-","-","",""
"OVH","OVH","-","-","",""
"OXB","OXB","-","-","",""
"OXIG","OXIG","-","-","",""
"OXLC","OXLC","-","-","",""
"OXTUSD","OXTUSD","-","-","",""
"OXY","OXY","-","-","",""
"OXYUSD","OXYUSD","-","-","",""
"OZ2025","OZ2025","-","-","",""
"P40USG","P40USG","-","-","",""
"P8ZSG","P8ZSG","-","-","",""
"P911","P911","-","-","",""
"PAA","PAA","-","-","",""
"PACB","PACB","-","-","",""
"PAF","PAF","-","-","",""
"PAGE","PAGE","-","-","",""
"PAGGB","PAGGB","-","-","",""
"PAH3","PAH3","-","-","",""
"PALLADIUM","PALLADIUM","-","-","",""
"PALMS","PALMS","-","-","",""
"PANW","PANW","-","-","",""
"PARAU","PARAU","-","-","",""
"PARTIUSD","PARTIUSD","-","-","",""
"PAY","PAY","-","-","",""
"PAYS","PAYS","-","-","",""
"PAZ2025","PAZ2025","-","-","",""
"PBB","PBB","-","-","",""
"PBD","PBD","-","-","",""
"PBEE","PBEE","-","-","",""
"PBF","PBF","-","-","",""
"PBHAU","PBHAU","-","-","",""
"PBR","PBR","-","-","",""
"PBW","PBW","-","-","",""
"PBYI","PBYI","-","-","",""
"PCAPU","PCAPU","-","-","",""
"PCT","PCT","-","-","",""
"PDAUSD","PDAUSD","-","-","",""
"PDD","PDD","-","-","",""
"PDN","PDN","-","-","",""
"PEABB","PEABB","-","-","",""
"PEAQUSD","PEAQUSD","-","-","",""
"PEBB","PEBB","-","-","",""
"PEEL","PEEL","-","-","",""
"PENDLEUSD","PENDLEUSD","-","-","",""
"PENGUUSD","PENGUUSD","-","-","",""
"PEPEUSD","PEPEUSD","-","-","",""
"PEPG","PEPG","-","-","",""
"PEP","PEP","-","-","",""
"PERPUSD","PERPUSD","-","-","",""
"PETSGBP","PETSGBP","-","-","",""
"PEW","PEW","-","-","",""
"PFBC","PFBC","-","-","",""
"PFC","PFC","-","-","",""
"PFD","PFD","-","-","",""
"PFE","PFE","-","-","",""
"PFF","PFF","-","-","",""
"PFIS","PFIS","-","-","",""
"PGHN","PGHN","-","-","",""
"PGH","PGH","-","-","",""
"PG","PG","-","-","",""
"PGY","PGY","-","-","",""
"PHAR","PHAR","-","-","",""
"PHAUSD","PHAUSD","-","-","",""
"PHE","PHE","-","-","",""
"PHGEUR","PHGEUR","-","-","",""
"PHNX","PHNX","-","-","",""
"PH","PH","-","-","",""
"PHP","PHP","-","-","",""
"PHUN","PHUN","-","-","",""
"PIA","PIA","-","-","",""
"PINE","PINE","-","-","",""
"PINGB","PINGB","-","-","",""
"PINS","PINS","-","-","",""
"PI","PI","-","-","",""
"PIPR","PIPR","-","-","",""
"PIRC","PIRC","-","-","",""
"PIUSD","PIUSD","-","-","",""
"PIXELUSD","PIXELUSD","-","-","",""
"PK","PK","-","-","",""
"PLATINUM","PLATINUM","-","-","",""
"PLAY","PLAY","-","-","",""
"PLBY","PLBY","-","-","",""
"PLL","PLL","-","-","",""
"PLNJPY","PLNJPY","-","-","",""
"PLNSEK","PLNSEK","-","-","",""
"PLNTRY","PLNTRY","-","-","",""
"PLPC","PLPC","-","-","",""
"PL","PL","-","-","",""
"PLRX","PLRX","-","-","",""
"PLSAU","PLSAU","-","-","",""
"PLTR","PLTR","-","-","",""
"PLUG","PLUG","-","-","",""
"PLUR","PLUR","-","-","",""
"PLUSGBP","PLUSGBP","-","-","",""
"PLV2025","PLV2025","-","-","",""
"PMCAU","PMCAU","-","-","",""
"PMEAU","PMEAU","-","-","",""
"PMIP","PMIP","-","-","",""
"PM","PM","-","-","",""
"PMP","PMP","-","-","",""
"PNIAU","PNIAU","-","-","",""
"PNN","PNN","-","-","",""
"PNS","PNS","-","-","",""
"PNUTUSD","PNUTUSD","-","-","",""
"PNVAU","PNVAU","-","-","",""
"PNW","PNW","-","-","",""
"POET","POET","-","-","",""
"POLB","POLB","-","-","",""
"POLISUSD","POLISUSD","-","-","",""
"POLR","POLR","-","-","",""
"POLSUSD","POLSUSD","-","-","",""
"POLYDOGEUSD","POLYDOGEUSD","-","-","",""
"PONDUSD","PONDUSD","-","-","",""
"PONKEUSD","PONKEUSD","-","-","",""
"PONY","PONY","-","-","",""
"POPCATUSD","POPCATUSD","-","-","",""
"PORTALUSD","PORTALUSD","-","-","",""
"PORTOUSD","PORTOUSD","-","-","",""
"PORUSD","PORUSD","-","-","",""
"POUCA","POUCA","-","-","",""
"POWRUSD","POWRUSD","-","-","",""
"PPCAU","PPCAU","-","-","",""
"PPHC","PPHC","-","-","",""
"PPH","PPH","-","-","",""
"PPLCA","PPLCA","-","-","",""
"PPLT","PPLT","-","-","",""
"PPTAU","PPTAU","-","-","",""
"PRCH","PRCH","-","-","",""
"PRCLUSD","PRCLUSD","-","-","",""
"PRDP","PRDP","-","-","",""
"PRESIGHT","PRESIGHT","-","-","",""
"PRGO","PRGO","-","-","",""
"PRIMEUSD","PRIMEUSD","-","-","",""
"PRNAU","PRNAU","-","-","",""
"PROK","PROK","-","-","",""
"PROMPTUSD","PROMPTUSD","-","-","",""
"PRQR","PRQR","-","-","",""
"PRTC","PRTC","-","-","",""
"PRUAU","PRUAU","-","-","",""
"PRUL","PRUL","-","-","",""
"PRX","PRX","-","-","",""
"PRY","PRY","-","-","",""
"PSG","PSG","-","-","",""
"PSGUSD","PSGUSD","-","-","",""
"PSH_GBP","PSH_GBP","-","-","",""
"PSM","PSM","-","-","",""
"PSN.L","PSN.L","-","-","",""
"PSNY","PSNY","-","-","",""
"PSON","PSON","-","-","",""
"PSPN","PSPN","-","-","",""
"PSQ","PSQ","-","-","",""
"PSTAKEUSD","PSTAKEUSD","-","-","",""
"PSTG","PSTG","-","-","",""
"PSTIT","PSTIT","-","-","",""
"PSX","PSX","-","-","",""
"PTEC","PTEC","-","-","",""
"PTEN","PTEN","-","-","",""
"PTMAU","PTMAU","-","-","",""
"PTNL","PTNL","-","-","",""
"PTON","PTON","-","-","",""
"PTSB","PTSB","-","-","",""
"PUBM","PUBM","-","-","",""
"PUBP","PUBP","-","-","",""
"PUFFERUSD","PUFFERUSD","-","-","",""
"PUM","PUM","-","-","",""
"PYPL","PYPL","-","-","",""
"PYTHUSD","PYTHUSD","-","-","",""
"PYUSDUSD","PYUSDUSD","-","-","",""
"PYXS","PYXS","-","-","",""
