symbol,epic,type,expiry,marginFactor,minDealSize
"BKG","BKG","-","-","",""
"BKIAU","BKIAU","-","-","",""
"BKKT","BKKT","-","-","",""
"BKNG","BKNG","-","-","",""
"BKR","BKR","-","-","",""
"BKSB","BKSB","-","-","",""
"BKSY","BKSY","-","-","",""
"BKT","BKT","-","-","",""
"BKWAU","BKWAU","-","-","",""
"BKYAU","BKYAU","-","-","",""
"BKYI","BKYI","-","-","",""
"BL","BL","-","-","",""
"BLD","BLD","-","-","",""
"BLDP","BLDP","-","-","",""
"BLIN","BLIN","-","-","",""
"BLK","BLK","-","-","",""
"BLL","BLL","-","-","",""
"BLNDGBP","BLNDGBP","-","-","",""
"BLNE","BLNE","-","-","",""
"BLNK","BLNK","-","-","",""
"BLSH","BLSH","-","-","",""
"BLURUSD","BLURUSD","-","-","",""
"BLXAU","BLXAU","-","-","",""
"BLZE","BLZE","-","-","",""
"BLZUSD","BLZUSD","-","-","",""
"BMAX","BMAX","-","-","",""
"BMBL","BMBL","-","-","",""
"BME","BME","-","-","",""
"BMED","BMED","-","-","",""
"BMNR","BMNR","-","-","",""
"BMOCA","BMOCA","-","-","",""
"BMPS","BMPS","-","-","",""
"BMTUSD","BMTUSD","-","-","",""
"BMW","BMW","-","-","",""
"BMY","BMY","-","-","",""
"BN4SG","BN4SG","-","-","",""
"BN","BN","-","-","",""
"BNBUSD","BNBUSD","-","-","",""
"BNCUSD","BNCUSD","-","-","",""
"BNGO","BNGO","-","-","",""
"BNKR","BNKR","-","-","",""
"BNORO","BNORO","-","-","",""
"BNP","BNP","-","-","",""
"BNR","BNR","-","-","",""
"BNS","BNS","-","-","",""
"BNTUSD","BNTUSD","-","-","",""
"BNTX","BNTX","-","-","",""
"BNZL","BNZL","-","-","",""
"BOBAUSD","BOBAUSD","-","-","",""
"BODENUSD","BODENUSD","-","-","",""
"BOE","BOE","-","-","",""
"BOIL","BOIL","-","-","",""
"BOKU","BOKU","-","-","",""
"BOL","BOL","-","-","",""
"BOLS","BOLS","-","-","",""
"BOLT","BOLT","-","-","",""
"BONAVB","BONAVB","-","-","",""
"BONDUSD","BONDUSD","-","-","",""
"BONEUSD","BONEUSD","-","-","",""
"BONKUSD","BONKUSD","-","-","",""
"BOOM","BOOM","-","-","",""
"BOQAU","BOQAU","-","-","",""
"BOROUGE","BOROUGE","-","-","",""
"BOSSDE","BOSSDE","-","-","",""
"BOT","BOT","-","-","",""
"BOTZ","BOTZ","-","-","",""
"BOX","BOX","-","-","",""
"BOXL","BOXL","-","-","",""
"BOY","BOY","-","-","",""
"BOZ2025","BOZ2025","-","-","",""
"BP","BP","-","-","",""
"BP.","BP.","-","-","",""
"BPE","BPE","-","-","",""
"BPM","BPM","-","-","",""
"BPSO","BPSO","-","-","",""
"BPTAU","BPTAU","-","-","",""
"BR","BR","-","-","",""
"BRBY","BRBY","-","-","",""
"BRCC","BRCC","-","-","",""
"BRCK","BRCK","-","-","",""
"BRGAU","BRGAU","-","-","",""
"BRICKUSD","BRICKUSD","-","-","",""
"BRKB","BRKB","-","-","",""
"BRKGB","BRKGB","-","-","",""
"BRLAU","BRLAU","-","-","",""
"BRMS","BRMS","-","-","",""
"BRNAU","BRNAU","-","-","",""
"BROS","BROS","-","-","",""
"BRSC","BRSC","-","-","",""
"BRUAU","BRUAU","-","-","",""
"BRUN","BRUN","-","-","",""
"BRWM","BRWM","-","-","",""
"BRX","BRX","-","-","",""
"BRZE","BRZE","-","-","",""
"BS6SG","BS6SG","-","-","",""
"BSGR","BSGR","-","-","",""
"BSLAU","BSLAU","-","-","",""
"BSLD","BSLD","-","-","",""
"BSLN","BSLN","-","-","",""
"BSLSG","BSLSG","-","-","",""
"BSM","BSM","-","-","",""
"BSXAU","BSXAU","-","-","",""
"BSX","BSX","-","-","",""
"BSXUSD","BSXUSD","-","-","",""
"BSY","BSY","-","-","",""
"BT.A","BT.A","-","-","",""
"BTAI","BTAI","-","-","",""
"BTBT","BTBT","-","-","",""
"BTCEUR","BTCEUR","-","-","",""
"BTCGBP","BTCGBP","-","-","",""
"BTCUSD","BTCUSD","-","-","",""
"BTDR","BTDR","-","-","",""
"BTI","BTI","-","-","",""
"BTRW","BTRW","-","-","",""
"BTSBTC","BTSBTC","-","-","",""
"BTTUSD","BTTUSD","-","-","",""
"BUBAU","BUBAU","-","-","",""
"BUCN","BUCN","-","-","",""
"BUD","BUD","-","-","",""
"BUFF","BUFF","-","-","",""
"BUG","BUG","-","-","",""
"BULL","BULL","-","-","",""
"BUOUSG","BUOUSG","-","-","",""
"BUREEQUITY","BUREEQUITY","-","-","",""
"BURF","BURF","-","-","",""
"BURJEEL","BURJEEL","-","-","",""
"BURL","BURL","-","-","",""
"BVB","BVB","-","-","",""
"BVI","BVI","-","-","",""
"BVSAU","BVSAU","-","-","",""
"BVXP","BVXP","-","-","",""
"BWA","BWA","-","-","",""
"BW","BW","-","-","",""
"BWLPG","BWLPG","-","-","",""
"BWO","BWO","-","-","",""
"BWPAU","BWPAU","-","-","",""
"BWY","BWY","-","-","",""
"BXBAU","BXBAU","-","-","",""
"BX","BX","-","-","",""
"BXP","BXP","-","-","",""
"BYD","BYD","-","-","",""
"BYFC","BYFC","-","-","",""
"BYG","BYG","-","-","",""
"BYIT","BYIT","-","-","",""
"BYND","BYND","-","-","",""
"BYW6","BYW6","-","-","",""
"BZU","BZU","-","-","",""
"BZUN","BZUN","-","-","",""
"C07SG","C07SG","-","-","",""
"C09SG","C09SG","-","-","",""
"C10X","C10X","-","-","",""
"C2PUSG","C2PUSG","-","-","",""
"C38USG","C38USG","-","-","",""
"C52SG","C52SG","-","-","",""
"C5H","C5H","-","-","",""
"C6LSG","C6LSG","-","-","",""
"C98USD","C98USD","-","-","",""
"CABA","CABA","-","-","",""
"CABK","CABK","-","-","",""
"CABP","CABP","-","-","",""
"CAC","CAC","-","-","",""
"CACC","CACC","-","-","",""
"CADCHF","CADCHF","-","-","",""
"CADCNH","CADCNH","-","-","",""
"CADHKD","CADHKD","-","-","",""
"CADJPY","CADJPY","-","-","",""
"CADMXN","CADMXN","-","-","",""
"CADNOK","CADNOK","-","-","",""
"CADPLN","CADPLN","-","-","",""
"CADSEK","CADSEK","-","-","",""
"CADSGD","CADSGD","-","-","",""
"CADTRY","CADTRY","-","-","",""
"CADZAR","CADZAR","-","-","",""
"CAF","CAF","-","-","",""
"CAG","CAG","-","-","",""
"CAH","CAH","-","-","",""
"CAKEBTC","CAKEBTC","-","-","",""
"CAKE","CAKE","-","-","",""
"CAKEUSD","CAKEUSD","-","-","",""
"CAL","CAL","-","-","",""
"CAME","CAME","-","-","",""
"CAML","CAML","-","-","",""
"CANG","CANG","-","-","",""
"CAPFR","CAPFR","-","-","",""
"CAPL","CAPL","-","-","",""
"CAPR","CAPR","-","-","",""
"CARAU","CARAU","-","-","",""
"CAR","CAR","-","-","",""
"CARD","CARD","-","-","",""
"CARF","CARF","-","-","",""
"CARGB","CARGB","-","-","",""
"CARRC","CARRC","-","-","",""
"CART","CART","-","-","",""
"CARV","CARV","-","-","",""
"CASHP","CASHP","-","-","",""
"CASS","CASS","-","-","",""
"CAST","CAST","-","-","",""
"CASY","CASY","-","-","",""
"CATAU","CATAU","-","-","",""
"CAT","CAT","-","-","",""
"CATE","CATE","-","-","",""
"CATIUSD","CATIUSD","-","-","",""
"CATO","CATO","-","-","",""
"CATX","CATX","-","-","",""
"CAU","CAU","-","-","",""
"CAVA","CAVA","-","-","",""
"CAV","CAV","-","-","",""
"CBAAU","CBAAU","-","-","",""
"CB","CB","-","-","",""
"CBGL","CBGL","-","-","",""
"CBK","CBK","-","-","",""
"CBOX","CBOX","-","-","",""
"CBRL","CBRL","-","-","",""
"CBT","CBT","-","-","",""
"C","C","-","-","",""
"CC","CC","-","-","",""
"CCC","CCC","-","-","",""
"CCCC","CCCC","-","-","",""
"CCH2026","CCH2026","-","-","",""
"CCH","CCH","-","-","",""
"CCI","CCI","-","-","",""
"CCJ","CCJ","-","-","",""
"CCK","CCK","-","-","",""
"CCL","CCL","-","-","",""
"CCLL","CCLL","-","-","",""
"CCOCA","CCOCA","-","-","",""
"CCP","CCP","-","-","",""
"CCR","CCR","-","-","",""
"CCT","CCT","-","-","",""
"CCZ2025","CCZ2025","-","-","",""
"CDAAU","CDAAU","-","-","",""
"CDIP","CDIP","-","-","",""
"CDLX","CDLX","-","-","",""
"CDNS","CDNS","-","-","",""
"CDP","CDP","-","-","",""
"CDW","CDW","-","-","",""
"CDZI","CDZI","-","-","",""
"CE","CE","-","-","",""
"CEG","CEG","-","-","",""
"CEHAU","CEHAU","-","-","",""
"CELH","CELH","-","-","",""
"CELOUSD","CELOUSD","-","-","",""
"CELRUSD","CELRUSD","-","-","",""
"CELU","CELU","-","-","",""
"CENER","CENER","-","-","",""
"CENN","CENN","-","-","",""
"CEP","CEP","-","-","",""
"CER","CER","-","-","",""
"CERS","CERS","-","-","",""
"CETUSUSD","CETUSUSD","-","-","",""
"CETX","CETX","-","-","",""
"CF","CF","-","-","",""
"CFG","CFG","-","-","",""
"CFGUSD","CFGUSD","-","-","",""
"CFLT","CFLT","-","-","",""
"CFR","CFR","-","-","",""
"CFRZ","CFRZ","-","-","",""
"CFX","CFX","-","-","",""
"CG","CG","-","-","",""
"CGEN","CGEN","-","-","",""
"CGEO","CGEO","-","-","",""
"CGFAU","CGFAU","-","-","",""
"CGG","CGG","-","-","",""
"CGS","CGS","-","-","",""
"CHA","CHA","-","-","",""
"CHCAU","CHCAU","-","-","",""
"CHCH","CHCH","-","-","",""
"CHCI","CHCI","-","-","",""
"CHCO","CHCO","-","-","",""
"CHD","CHD","-","-","",""
"CHE","CHE","-","-","",""
"CHEXUSD","CHEXUSD","-","-","",""
"CHFCNH","CHFCNH","-","-","",""
"CHFCZK","CHFCZK","-","-","",""
"CHFDKK","CHFDKK","-","-","",""
"CHFHKD","CHFHKD","-","-","",""
"CHFJPY","CHFJPY","-","-","",""
"CHFMXN","CHFMXN","-","-","",""
"CHFNOK","CHFNOK","-","-","",""
"CHFPLN","CHFPLN","-","-","",""
"CHFSEK","CHFSEK","-","-","",""
"CHFSGD","CHFSGD","-","-","",""
"CHFZAR","CHFZAR","-","-","",""
"CHG","CHG","-","-","",""
"CHGG","CHGG","-","-","",""
"CHH","CHH","-","-","",""
"CHRT","CHRT","-","-","",""
"CHRUSD","CHRUSD","-","-","",""
"CHRY","CHRY","-","-","",""
"CHSN","CHSN","-","-","",""
"CHWY","CHWY","-","-","",""
"CHZUSD","CHZUSD","-","-","",""
"CIAAU","CIAAU","-","-","",""
"CIC","CIC","-","-","",""
"CI","CI","-","-","",""
"CIEA","CIEA","-","-","",""
"CIFR","CIFR","-","-","",""
"CILLIFTMX2025","CILLIFTMX2025","-","-","",""
"CIPAU","CIPAU","-","-","",""
"CITYUSD","CITYUSD","-","-","",""
"CJLUSG","CJLUSG","-","-","",""
"CKFAU","CKFAU","-","-","",""
"CKN","CKN","-","-","",""
"CLAB","CLAB","-","-","",""
"CLARI","CLARI","-","-","",""
"CLASB","CLASB","-","-","",""
"CLBS","CLBS","-","-","",""
"CLBUS","CLBUS","-","-","",""
"CL","CL","-","-","",""
"CLF","CLF","-","-","",""
"CLH","CLH","-","-","",""
"CLI","CLI","-","-","",""
"CLIG","CLIG","-","-","",""
"CLN","CLN","-","-","",""
"CLNE","CLNE","-","-","",""
"CLNN","CLNN","-","-","",""
"CLNXE","CLNXE","-","-","",""
"CLOUDUSD","CLOUDUSD","-","-","",""
"CLRB","CLRB","-","-","",""
"CLRO","CLRO","-","-","",""
"CLS","CLS","-","-","",""
"CLSD","CLSD","-","-","",""
"CLSK","CLSK","-","-","",""
"CLV2025","CLV2025","-","-","",""
"CLW","CLW","-","-","",""
"CLX2025","CLX2025","-","-","",""
"CLX","CLX","-","-","",""
"CLXGB","CLXGB","-","-","",""
"CLYM","CLYM","-","-","",""
"CMA","CMA","-","-","",""
"CMBM","CMBM","-","-","",""
"CMBN","CMBN","-","-","",""
"CMCA","CMCA","-","-","",""
"CMCSA","CMCSA","-","-","",""
"CMCX","CMCX","-","-","",""
"CME","CME","-","-","",""
"CMETHUSD","CMETHUSD","-","-","",""
"CMG","CMG","-","-","",""
"CMI","CMI","-","-","",""
"CML","CML","-","-","",""
"CMP","CMP","-","-","",""
"CMPS","CMPS","-","-","",""
"CMPX","CMPX","-","-","",""
"CMS","CMS","-","-","",""
"CMUS","CMUS","-","-","",""
"CMWAU","CMWAU","-","-","",""
"CN50","CN50","-","-","",""
"CNAL","CNAL","-","-","",""
"CNC","CNC","-","-","",""
"CNCT","CNCT","-","-","",""
"CNE","CNE","-","-","",""
"CNH","CNH","-","-","",""
"CNHHKD","CNHHKD","-","-","",""
"CNHJPY","CNHJPY","-","-","",""
"CNIAU","CNIAU","-","-","",""
"CNI","CNI","-","-","",""
"CNO","CNO","-","-","",""
"CNP","CNP","-","-","",""
"CNQ","CNQ","-","-","",""
"CNSP","CNSP","-","-","",""
"CNSPGB","CNSPGB","-","-","",""
"CNVS","CNVS","-","-","",""
"CNX","CNX","-","-","",""
"COA","COA","-","-","",""
"CO","CO","-","-","",""
"CODX","CODX","-","-","",""
"COF","COF","-","-","",""
"COFFEEARABICA","COFFEEARABICA","-","-","",""
"COHAU","COHAU","-","-","",""
"COHR","COHR","-","-","",""
"COIN","COIN","-","-","",""
"COK","COK","-","-","",""
"COKE","COKE","-","-","",""
"COLAU","COLAU","-","-","",""
"COLES","COLES","-","-","",""
"COMM","COMM","-","-","",""
"COMPUSD","COMPUSD","-","-","",""
"COND","COND","-","-","",""
"CONL","CONL","-","-","",""
"COO","COO","-","-","",""
"COP","COP","-","-","",""
"COPPER","COPPER","-","-","",""
"CORB","CORB","-","-","",""
"COR","COR","-","-","",""
"COREUSD","COREUSD","-","-","",""
"CORN","CORN","-","-","",""
"CORNUSD","CORNUSD","-","-","",""
"CORZ","CORZ","-","-","",""
"COST","COST","-","-","",""
"COTIUSD","COTIUSD","-","-","",""
"COTN","COTN","-","-","",""
"COTY","COTY","-","-","",""
"COV","COV","-","-","",""
"COWUSD","COWUSD","-","-","",""
"COYA","COYA","-","-","",""
"CPA","CPA","-","-","",""
"CPB","CPB","-","-","",""
"CP","CP","-","-","",""
"CPF","CPF","-","-","",""
"CPGL","CPGL","-","-","",""
"CPI","CPI","-","-","",""
"CPIX","CPIX","-","-","",""
"CPK","CPK","-","-","",""
"CPOOLUSD","CPOOLUSD","-","-","",""
"CPR","CPR","-","-","",""
"CPSH","CPSH","-","-","",""
"CPSS","CPSS","-","-","",""
"CPT","CPT","-","-","",""
"CPUAU","CPUAU","-","-","",""
"CQRAU","CQRAU","-","-","",""
"CQTUSD","CQTUSD","-","-","",""
"CRAI","CRAI","-","-","",""
"CRBN","CRBN","-","-","",""
"CRBP","CRBP","-","-","",""
"CRBU","CRBU","-","-","",""
"CRCL","CRCL","-","-","",""
"CRDA","CRDA","-","-","",""
"CRDF","CRDF","-","-","",""
"CRE","CRE","-","-","",""
"CREO","CREO","-","-","",""
"CRESY","CRESY","-","-","",""
"CREX","CREX","-","-","",""
"CRHL","CRHL","-","-","",""
"CRI","CRI","-","-","",""
"CRM","CRM","-","-","",""
"CRNAU","CRNAU","-","-","",""
"CRNT","CRNT","-","-","",""
"CRON","CRON","-","-","",""
"CROUSD","CROUSD","-","-","",""
"CROX","CROX","-","-","",""
"CRS","CRS","-","-","",""
"CRSP","CRSP","-","-","",""
"CRST","CRST","-","-","",""
"CRTA","CRTA","-","-","",""
"CRVS","CRVS","-","-","",""
"CRVUSD","CRVUSD","-","-","",""
"CRW","CRW","-","-","",""
"CRWD","CRWD","-","-","",""
"CRWV","CRWV","-","-","",""
"CSCO","CSCO","-","-","",""
"CSIQ","CSIQ","-","-","",""
"CSLAU","CSLAU","-","-","",""
"CSL","CSL","-","-","",""
"CSMUSD","CSMUSD","-","-","",""
"CSN","CSN","-","-","",""
"CSP","CSP","-","-","",""
"CSX","CSX","-","-","",""
"CTAGB","CTAGB","-","-","",""
"CTCUSD","CTCUSD","-","-","",""
"CTEC","CTEC","-","-","",""
"CTGO","CTGO","-","-","",""
"CTKB","CTKB","-","-","",""
"CTL","CTL","-","-","",""
"CTRA","CTRA","-","-","",""
"CTRN","CTRN","-","-","",""
"CTSIUSD","CTSIUSD","-","-","",""
"CTXR","CTXR","-","-","",""
"CTY","CTY","-","-","",""
"CTZ2025","CTZ2025","-","-","",""
"CURI","CURI","-","-","",""
"CURY.L","CURY.L","-","-","",""
"CUSN","CUSN","-","-","",""
"CUVAU","CUVAU","-","-","",""
"CVCO","CVCO","-","-","",""
"CVCUSD","CVCUSD","-","-","",""
"CVE","CVE","-","-","",""
"CVGI","CVGI","-","-","",""
"CVI","CVI","-","-","",""
"CVLG","CVLG","-","-","",""
"CVNA","CVNA","-","-","",""
"CVNAU","CVNAU","-","-","",""
"CVRX","CVRX","-","-","",""
"CVS","CVS","-","-","",""
"CVSG","CVSG","-","-","",""
"CVX","CVX","-","-","",""
"CVXUSD","CVXUSD","-","-","",""
"CWH","CWH","-","-","",""
"CWKGB","CWKGB","-","-","",""
"CWPAU","CWPAU","-","-","",""
"CWR","CWR","-","-","",""
"CWYAU","CWYAU","-","-","",""
"CX","CX","-","-","",""
"CXM","CXM","-","-","",""
"CXT","CXT","-","-","",""
"CXTUSD","CXTUSD","-","-","",""
"CY6USG","CY6USG","-","-","",""
"CYBERUSD","CYBERUSD","-","-","",""
"CYBR","CYBR","-","-","",""
"CYCN","CYCN","-","-","",""
"CYD","CYD","-","-","",""
"CYH","CYH","-","-","",""
"CZ2025","CZ2025","-","-","",""
"CZR","CZR","-","-","",""
"D03SG","D03SG","-","-","",""
"D05SG","D05SG","-","-","",""
"DAC","DAC","-","-","",""
"DAIO","DAIO","-","-","",""
"DAIUSD","DAIUSD","-","-","",""
"DAL","DAL","-","-","",""
"DANA","DANA","-","-","",""
"DAN","DAN","-","-","",""
"DAOUSD","DAOUSD","-","-","",""
"DAR","DAR","-","-","",""
"DASHUSD","DASHUSD","-","-","",""
"DATAGB","DATAGB","-","-","",""
"DB1","DB1","-","-","",""
"DB","DB","-","-","",""
"DBK","DBK","-","-","",""
"DBRUSD","DBRUSD","-","-","",""
"DBV","DBV","-","-","",""
"DBX","DBX","-","-","",""
"DCC","DCC","-","-","",""
"D","D","-","-","",""
"DDD","DDD","-","-","",""
"DDM","DDM","-","-","",""
"DDOG","DDOG","-","-","",""
"DDRAU","DDRAU","-","-","",""
"DDS","DDS","-","-","",""
"DE40","DE40","-","-","",""
"DEBS","DEBS","-","-","",""
"DEC","DEC","-","-","",""
"DECK","DECK","-","-","",""
"DE","DE","-","-","",""
"DEEPUSD","DEEPUSD","-","-","",""
"DEGENUSD","DEGENUSD","-","-","",""
"DEHR","DEHR","-","-","",""
"DELL","DELL","-","-","",""
"DENTUSD","DENTUSD","-","-","",""
"DEO","DEO","-","-","",""
"DEQ","DEQ","-","-","",""
"DEVO","DEVO","-","-","",""
"DEWAA","DEWAA","-","-","",""
"DEYR","DEYR","-","-","",""
"DEZ","DEZ","-","-","",""
"DFCH","DFCH","-","-","",""
"DFM","DFM","-","-","",""
"DGBUSD","DGBUSD","-","-","",""
"DG","DG","-","-","",""
"DGE","DGE","-","-","",""
"DGI9","DGI9","-","-","",""
"DGNX","DGNX","-","-","",""
"DGP","DGP","-","-","",""
"DGX","DGX","-","-","",""
"DHC","DHC","-","-","",""
"DHER","DHER","-","-","",""
"DHG","DHG","-","-","",""
"DHI","DHI","-","-","",""
"DHL","DHL","-","-","",""
"DHR","DHR","-","-","",""
"DIAGB","DIAGB","-","-","",""
"DIAM","DIAM","-","-","",""
"DIDAE","DIDAE","-","-","",""
"DIM","DIM","-","-","",""
"DINV","DINV","-","-","",""
"DIOS","DIOS","-","-","",""
"DISB","DISB","-","-","",""
"DIS","DIS","-","-","",""
"DJCO","DJCO","-","-","",""
"DJT","DJT","-","-","",""
"DKKJPY","DKKJPY","-","-","",""
"DKKSEK","DKKSEK","-","-","",""
"DKNG","DKNG","-","-","",""
"DKS","DKS","-","-","",""
"DKSH","DKSH","-","-","",""
"DLNL","DLNL","-","-","",""
"DLO","DLO","-","-","",""
"DLPN","DLPN","-","-","",""
"DLR","DLR","-","-","",""
"DLTH","DLTH","-","-","",""
"DLX","DLX","-","-","",""
"DMCUSD","DMCUSD","-","-","",""
"DMPAU","DMPAU","-","-","",""
"DMRC","DMRC","-","-","",""
"DNA3","DNA3","-","-","",""
"DNA","DNA","-","-","",""
"DNBO","DNBO","-","-","",""
"DNLM","DNLM","-","-","",""
"DNN","DNN","-","-","",""
"DNO","DNO","-","-","",""
"DNUT","DNUT","-","-","",""
"DOC","DOC","-","-","",""
"DOCM","DOCM","-","-","",""
"DOCS.L","DOCS.L","-","-","",""
"DOCU","DOCU","-","-","",""
"DOGEUSD","DOGEUSD","-","-","",""
"DOGSUSD","DOGSUSD","-","-","",""
"DOGUSD","DOGUSD","-","-","",""
"DOGZ","DOGZ","-","-","",""
"DOM","DOM","-","-","",""
"DOMH","DOMH","-","-","",""
"DOMO","DOMO","-","-","",""
"DORAUSD","DORAUSD","-","-","",""
"DOTD","DOTD","-","-","",""
"DOTUSD","DOTUSD","-","-","",""
"DOV","DOV","-","-","",""
"DOWAU","DOWAU","-","-","",""
"DOW","DOW","-","-","",""
"DOX","DOX","-","-","",""
"DPLM","DPLM","-","-","",""
"DPP","DPP","-","-","",""
"DPZ","DPZ","-","-","",""
"DQ","DQ","-","-","",""
"DRI","DRI","-","-","",""
"DRIFTUSD","DRIFTUSD","-","-","",""
"DRIO","DRIO","-","-","",""
"DRIV","DRIV","-","-","",""
"DRIVE","DRIVE","-","-","",""
"DRO","DRO","-","-","",""
"DRRX","DRRX","-","-","",""
"DRS","DRS","-","-","",""
"DRVUSD","DRVUSD","-","-","",""
"DRW8","DRW8","-","-","",""
"DRX","DRX","-","-","",""
"DSCV","DSCV","-","-","",""
"DSGN","DSGN","-","-","",""
"DSIAE","DSIAE","-","-","",""
"DSX","DSX","-","-","",""
"DSY","DSY","-","-","",""
"DT","DT","-","-","",""
"DTED","DTED","-","-","",""
"DTE","DTE","-","-","",""
"DTG","DTG","-","-","",""
"DTIL","DTIL","-","-","",""
"DTLAU","DTLAU","-","-","",""
"DTST","DTST","-","-","",""
"DUBAU","DUBAU","-","-","",""
"DUCKUSD","DUCKUSD","-","-","",""
"DU","DU","-","-","",""
"DUE","DUE","-","-","",""
"DUIAU","DUIAU","-","-","",""
"DUK","DUK","-","-","",""
"DUKE","DUKE","-","-","",""
"DUOL","DUOL","-","-","",""
"DUST_SEK","DUST_SEK","-","-","",""
"DVA","DVA","-","-","",""
"DVN","DVN","-","-","",""
"DVY","DVY","-","-","",""
"DVYE","DVYE","-","-","",""
"DWHT","DWHT","-","-","",""
"DWL","DWL","-","-","",""
"DWNI","DWNI","-","-","",""
"DWSN","DWSN","-","-","",""
"DXC","DXC","-","-","",""
"DXLG","DXLG","-","-","",""
"DXRX","DXRX","-","-","",""
"DXU2025","DXU2025","-","-","",""
"DXY","DXY","-","-","",""
"DYAI","DYAI","-","-","",""
"DYDXUSD","DYDXUSD","-","-","",""
"DY","DY","-","-","",""
"DYMUSD","DYMUSD","-","-","",""
"EA","EA","-","-","",""
"EAH","EAH","-","-","",""
"EAND","EAND","-","-","",""
"EASYLEASE","EASYLEASE","-","-","",""
"EB5SG","EB5SG","-","-","",""
"EBAY","EBAY","-","-","",""
"EBC","EBC","-","-","",""
"EBQ","EBQ","-","-","",""
"EBRO","EBRO","-","-","",""
"EC","EC","-","-","",""
"ECEL","ECEL","-","-","",""
"ECFZ2025","ECFZ2025","-","-","",""
"ECH","ECH","-","-","",""
"ECL","ECL","-","-","",""
"ECXAU","ECXAU","-","-","",""
"ECX","ECX","-","-","",""
"ED","ED","-","-","",""
"EDENFR","EDENFR","-","-","",""
"EDGEUSD","EDGEUSD","-","-","",""
"EDIN","EDIN","-","-","",""
"EDRES","EDRES","-","-","",""
"EDU","EDU","-","-","",""
"EDVGB","EDVGB","-","-","",""
"EEE","EEE","-","-","",""
"EEER","EEER","-","-","",""
"EEM","EEM","-","-","",""
"EFA","EFA","-","-","",""
"EFX","EFX","-","-","",""
"EGHT","EGHT","-","-","",""
"EGLDUSD","EGLDUSD","-","-","",""
"EGP","EGP","-","-","",""
"EH","EH","-","-","",""
"EHLAU","EHLAU","-","-","",""
"EHTH","EHTH","-","-","",""
"EIGENUSD","EIGENUSD","-","-","",""
"EIX","EIX","-","-","",""
"EKF","EKF","-","-","",""
"EKTAB","EKTAB","-","-","",""
"ELCO","ELCO","-","-","",""
"ELDAU","ELDAU","-","-","",""
"ELDCA","ELDCA","-","-","",""
"ELE","ELE","-","-","",""
"EL","EL","-","-","",""
"ELF","ELF","-","-","",""
"ELFR","ELFR","-","-","",""
"ELHA","ELHA","-","-","",""
"ELIOR","ELIOR","-","-","",""
"ELIS","ELIS","-","-","",""
"ELIX","ELIX","-","-","",""
"ELM","ELM","-","-","",""
"ELONUSD","ELONUSD","-","-","",""
"ELS","ELS","-","-","",""
"ELTX","ELTX","-","-","",""
"ELUXB","ELUXB","-","-","",""
"ELXUSD","ELXUSD","-","-","",""
"EMAARDEV","EMAARDEV","-","-","",""
"EMAR","EMAR","-","-","",""
"EMB","EMB","-","-","",""
"EME","EME","-","-","",""
"EMG","EMG","-","-","",""
"EMLAU","EMLAU","-","-","",""
"EMMN","EMMN","-","-","",""
"EMN","EMN","-","-","",""
"EMPOWER","EMPOWER","-","-","",""
"EMR","EMR","-","-","",""
"EMSN","EMSN","-","-","",""
"EMSTEEL","EMSTEEL","-","-","",""
"ENAG","ENAG","-","-","",""
"ENAUSD","ENAUSD","-","-","",""
"ENBD","ENBD","-","-","",""
"ENB","ENB","-","-","",""
"ENC","ENC","-","-","",""
"ENEL","ENEL","-","-","",""
"EN","EN","-","-","",""
"ENGI","ENGI","-","-","",""
"ENI","ENI","-","-","",""
"ENJUSD","ENJUSD","-","-","",""
"ENOG","ENOG","-","-","",""
"ENOV","ENOV","-","-","",""
"ENPH","ENPH","-","-","",""
"ENQ","ENQ","-","-","",""
"ENRUS","ENRUS","-","-","",""
"ENS","ENS","-","-","",""
"ENSUSD","ENSUSD","-","-","",""
"ENT","ENT","-","-","",""
"ENVX","ENVX","-","-","",""
"ENX","ENX","-","-","",""
"EOAN","EOAN","-","-","",""
"EO","EO","-","-","",""
"EOG","EOG","-","-","",""
"EOSAU","EOSAU","-","-","",""
"EOSBTC","EOSBTC","-","-","",""
"EOSE","EOSE","-","-","",""
"EOS","EOS","-","-","",""
"EOSUSD","EOSUSD","-","-","",""
"EOT","EOT","-","-","",""
"EPD","EPD","-","-","",""
"EPR","EPR","-","-","",""
"EPRO","EPRO","-","-","",""
"EPTUSD","EPTUSD","-","-","",""
"EQ","EQ","-","-","",""
"EQR","EQR","-","-","",""
"EQT","EQT","-","-","",""
"ERAAU","ERAAU","-","-","",""
"ERA","ERA","-","-","",""
"ERC","ERC","-","-","",""
"ERFP","ERFP","-","-","",""
"ERG","ERG","-","-","",""
"ERICA","ERICA","-","-","",""
"ERICB","ERICB","-","-","",""
"ERJ","ERJ","-","-","",""
"ESE","ESE","-","-","",""
"ES","ES","-","-","",""
"ESHRAQ","ESHRAQ","-","-","",""
"ESI","ESI","-","-","",""
"ESNTGB","ESNTGB","-","-","",""
"ESP","ESP","-","-","",""
"ESPO","ESPO","-","-","",""
"ESS","ESS","-","-","",""
"ESTC","ESTC","-","-","",""
"ESU2025","ESU2025","-","-","",""
"ESXUSD","ESXUSD","-","-","",""
"ETCBTC","ETCBTC","-","-","",""
"ETCUSD","ETCUSD","-","-","",""
"ET","ET","-","-","",""
