timestamp,open,high,low,close,volume
1750550400,102160.7734375,102598.53125,101934.21875,101966.8515625,0.0
1750551300,102079.1484375,102744.421875,102079.1484375,102496.640625,2556993536.0
1750552200,102605.9140625,103256.46875,102605.9140625,102978.5625,1533722624.0
1750553100,102982.2578125,103155.4296875,102864.421875,102907.671875,1371959296.0
1750554000,102858.5,103011.25,102763.6875,102911.6171875,1035046912.0
1750554900,102899.5703125,102899.5703125,102574.25,102574.25,1183121408.0
1750555800,102579.0390625,102619.0234375,102281.8125,102619.0234375,1050865664.0
1750556700,102636.3046875,102693.2734375,102409.4609375,102409.4609375,16965883904.0
1750557600,102421.453125,102768.484375,101980.59375,102440.796875,42176512.0
1750558500,102432.2578125,102432.2578125,102088.8125,102283.640625,1757585408.0
1750559400,102271.859375,102271.859375,102056.0546875,102204.2109375,377933824.0
1750560300,102448.765625,102565.1953125,102353.6328125,102459.1171875,272547840.0
1750561200,102425.8125,102560.2734375,102425.8125,102560.2734375,1045766144.0
1750562100,102509.171875,102509.171875,102203.6640625,102203.6640625,33087488.0
1750563000,102205.1328125,102337.8125,102193.0625,102193.0625,1073328128.0
1750563900,102227.0,102403.3046875,102190.0859375,102403.3046875,1694179328.0
1750564800,102406.953125,102751.9140625,102328.0078125,102656.9375,770830336.0
1750565700,102675.703125,102675.703125,102518.8515625,102519.75,1045430272.0
1750566600,102554.0390625,102712.734375,102484.84375,102493.140625,909504512.0
1750567500,102454.9609375,102675.6875,102454.9609375,102675.6875,173813760.0
1750568400,102623.9765625,102806.828125,102623.9765625,102761.1953125,883552256.0
1750569300,102767.390625,102942.9921875,102767.390625,102853.3984375,1044131840.0
1750570200,102872.6640625,102872.6640625,102676.90625,102711.65625,113451008.0
1750571100,102738.0,102880.3984375,102659.5234375,102880.3984375,900476928.0
1750572000,102892.8671875,102968.6953125,102802.984375,102934.4765625,1592594432.0
1750572900,102944.3203125,102980.15625,102881.1640625,102895.015625,927662080.0
1750573800,102876.8046875,102915.71875,102790.078125,102790.078125,14139392.0
1750574700,102787.96875,102797.140625,102746.671875,102751.3828125,28057600.0
1750575600,102768.9140625,102782.515625,102699.4140625,102699.4140625,871944192.0
1750576500,102698.0234375,102763.5390625,102642.15625,102701.9921875,42561536.0
1750577400,102671.890625,102671.890625,102312.390625,102312.390625,302583808.0
1750578300,102340.1796875,102499.5234375,102340.1796875,102491.3203125,1134161920.0
1750579200,102473.1328125,102553.1875,102379.7109375,102439.4453125,954507264.0
1750580100,102450.8046875,102574.578125,102430.21875,102556.9921875,121352192.0
1750581000,102613.265625,102698.4140625,102542.3828125,102698.4140625,984133632.0
1750581900,102669.109375,102726.9296875,102568.765625,102726.9296875,930471936.0
1750582800,102733.1328125,102819.9453125,102574.359375,102594.9609375,832065536.0
1750583700,102612.4140625,102647.359375,102376.2421875,102394.328125,360488960.0
1750584600,102400.921875,102486.2265625,102360.3203125,102486.2265625,823812096.0
1750585500,102457.296875,102458.4921875,102172.171875,102205.046875,1144758272.0
1750586400,102223.2578125,102319.28125,102214.75,102294.2734375,962953216.0
1750587300,102352.7265625,102488.5078125,102276.046875,102486.25,86294528.0
1750588200,102481.1875,102517.359375,102466.4140625,102501.5234375,1511993344.0
1750589100,102515.2421875,102560.078125,102482.578125,102520.109375,10145792.0
1750590000,102508.359375,102659.234375,102508.359375,102640.1171875,216973312.0
1750590900,102640.1171875,102740.4296875,102590.8671875,102674.484375,900198400.0
1750591800,102674.515625,102745.8984375,102674.515625,102700.296875,1173909504.0
1750592700,102716.265625,102781.7578125,102716.0234375,102781.7578125,1014116352.0
1750593600,102750.765625,102842.265625,102708.25,102718.796875,158621696.0
1750594500,102716.2578125,102774.9375,102628.8203125,102705.3125,883736576.0
1750595400,102674.9765625,102674.9765625,102627.9140625,102665.7421875,1000382464.0
1750596300,102693.96875,102785.6875,102664.6640625,102766.828125,84291584.0
1750597200,102780.296875,102825.6953125,102383.2578125,102383.2578125,57536512.0
1750598100,102177.453125,102177.453125,101175.203125,101175.203125,406994944.0
1750599000,101133.546875,101133.546875,100609.015625,100609.015625,3233837056.0
1750599900,100379.234375,100936.9921875,100379.234375,100866.9765625,1736908800.0
1750600800,100893.703125,101148.5,100631.9609375,100631.9609375,1317765120.0
1750601700,100535.984375,100570.15625,99633.875,99633.875,1437667328.0
1750602600,99581.9296875,100168.890625,99258.2578125,99258.2578125,2125320192.0
1750603500,99300.296875,99631.9296875,99300.296875,99529.5078125,2618474496.0
1750604400,99655.4921875,99785.890625,99482.7578125,99509.21875,1502355456.0
1750605300,99550.1328125,99803.28125,99301.984375,99301.984375,961851392.0
1750606200,99295.46875,99540.1640625,99295.46875,99308.4609375,1048571904.0
1750607100,99314.265625,99396.6484375,99182.046875,99182.046875,2609287168.0
1750608000,98947.078125,99287.9609375,98947.078125,99142.1328125,2103484416.0
1750608900,99007.0390625,99015.8671875,98723.6328125,98817.4765625,270577664.0
1750609800,98864.40625,99295.609375,98820.21875,99288.9609375,1804185600.0
1750610700,99118.7578125,99549.6484375,99118.7578125,99408.8125,1180151808.0
1750611600,99690.1640625,100305.4609375,99651.4375,100239.6484375,999006208.0
1750612500,100030.46875,100030.46875,99504.7109375,99504.7109375,591474688.0
1750613400,99531.140625,99852.0546875,99531.140625,99584.5546875,1914650624.0
1750614300,99651.6015625,99737.5390625,99497.0625,99566.6796875,596180992.0
1750615200,99521.890625,99754.4453125,99467.0,99467.0,1034080256.0
1750616100,99433.84375,99594.21875,99428.640625,99594.21875,0.0
1750617000,99568.2890625,99602.640625,99396.953125,99602.640625,1794641920.0
1750617900,99629.40625,99774.0234375,99488.3359375,99488.3359375,910434304.0
1750618800,99461.4375,99467.1953125,99251.796875,99251.796875,1018789888.0
1750619700,99207.625,99246.1015625,99125.8203125,99125.8203125,2305523712.0
1750620600,99173.3203125,99277.1484375,99156.2734375,99156.2734375,1313468416.0
1750621500,99126.9453125,99126.9453125,98914.84375,98914.84375,928849920.0
1750622400,98939.1171875,98955.328125,98386.765625,98386.765625,862187520.0
1750623300,98523.5234375,98635.125,98443.0703125,98582.8671875,1112182784.0
1750624200,98571.203125,99270.890625,98571.203125,99246.4296875,1358241792.0
1750625100,99237.8046875,99740.65625,99088.71875,99740.65625,926388224.0
1750626000,99559.1171875,99657.1328125,99303.453125,99455.4609375,1066328064.0
1750626900,99416.71875,99523.6171875,99231.7578125,99231.7578125,82427904.0
1750627800,99227.6328125,99365.703125,99119.125,99365.703125,604012544.0
1750628700,99398.4140625,99426.265625,99234.4140625,99235.078125,247431168.0
1750629600,99187.0078125,100495.625,99187.0078125,100495.625,407252992.0
1750630500,100362.40625,100629.8984375,100161.3515625,100499.8671875,688443392.0
1750631400,100392.9453125,100772.9609375,100366.2421875,100772.9609375,1240956928.0
1750632300,100822.5546875,100956.484375,100726.2890625,100956.484375,1180229632.0
1750633200,101001.625,101001.625,100735.1796875,100735.1796875,2354839552.0
1750634100,100824.75,101028.953125,100824.75,101028.953125,1097236480.0
1750635000,100914.3203125,100982.328125,100840.3125,100869.40625,37675008.0
1750635900,100868.8046875,100952.453125,100829.65625,100952.453125,787099648.0
1750636800,100891.1171875,100891.1171875,100641.5859375,100641.5859375,598208512.0
