time,side,price,p
1748439000,BUY,21489.205078125,0.5269969778474121
1748461500,SL,21321.033203125,
1748461500,BUY,21321.033203125,0.5675944505443931
1748621700,SL,21147.029296875,
1748621700,BUY,21147.029296875,0.5402693580802471
1748882700,TP,21402.068359375,
1748882700,BUY,21402.068359375,0.5685410213290201
1748967300,TP,21665.294921875,
1748967300,BUY,21665.294921875,0.5265878514717323
1749582000,TP,21949.767578125,
1749584700,BUY,21943.29296875,0.5316889757205601
1749821400,SL,21757.255859375,
1749821400,BUY,21757.255859375,0.5228605839772874
1749824100,SL,21613.8359375,
1749824100,BUY,21613.8359375,0.5952576778970196
1750081500,TP,21910.26953125,
1750081500,BUY,21910.26953125,0.5499623110645241
1750181400,SL,21777.291015625,
1750181400,BUY,21777.291015625,0.5697595210227042
1750430700,SL,21603.75,
1750430700,BUY,21603.75,0.6139713081113943
1750771800,TP,22094.96484375,
1750771800,BUY,22094.96484375,0.6325095222340629
1750950000,TP,22365.443359375,
1750961700,SELL,22451.3671875,0.5230323116171185
1751032800,SL,22587.978515625,
1751033700,SELL,22567.439453125,0.5393972704486178
1751036400,REV->BUY,22561.583984375,0.5201998010651191
1751049000,SL,22417.232421875,
1751049000,BUY,22417.232421875,0.5576103095790117
1751549400,TP,22762.021484375,
1751550300,SELL,22795.361328125,0.5306748187684243
1751895900,REV->BUY,22759.03125,0.5621697010030702
1751912100,SL,22591.31640625,
1751912100,BUY,22591.31640625,0.523384274186188
1752067800,TP,22862.662109375,
1752067800,BUY,22862.662109375,0.552650259825432
1752068700,REV->SELL,22895.48828125,0.5215679789344341
1752072300,REV->BUY,22754.88671875,0.5419478152831549
1752587100,REV->SELL,22963.560546875,0.5374519057616916
1752591600,REV->BUY,22955.216796875,0.5297868941441248
1752603300,REV->SELL,22989.90625,0.5210164936093328
1752606000,REV->BUY,22928.904296875,0.5235530161955568
1752678900,SL,22781.3515625,
1752679800,BUY,22760.146484375,0.5444070855138101
1752760800,REV->SELL,22984.923828125,0.5249236300686346
1752849900,REV->BUY,23048.939453125,0.522259586131149
1753105500,REV->SELL,23214.181640625,0.5367673504821133
1753192800,REV->BUY,23029.513671875,0.5795794780356865
1753294500,REV->SELL,23143.501953125,0.5226464963276741
1753459200,SL,23299.70703125,
1753459200,SELL,23299.70703125,0.5243470192419344
1753795800,SL,23480.57421875,
1753796700,SELL,23454.4921875,0.562013030750798
1753803000,REV->BUY,23318.9921875,0.535271843021681
1753892100,REV->SELL,23397.197265625,0.5224480826984994
1753902000,REV->BUY,23307.037109375,0.5590166341678904
1753970400,REV->SELL,23536.158203125,0.5409629823231663
1753973100,REV->BUY,23405.9921875,0.5207283973095674
1753983900,SL,23253.138671875,
1753983900,BUY,23253.138671875,0.5326975945697399
1754055000,SL,22795.94921875,
1754055000,SELL,22795.94921875,0.5907298321300753
1754055900,REV->BUY,22758.91796875,0.5933570198183781
1754065800,REV->SELL,22845.677734375,0.5220280958148691
1754067600,REV->BUY,22744.203125,0.5412513453093044
1754314200,TP,23066.751953125,
1754314200,BUY,23066.751953125,0.6263762609318578
1754316000,REV->SELL,23122.146484375,0.5257899365191845
1754318700,REV->BUY,23093.015625,0.5429067355676304
1754401500,REV->SELL,23262.2265625,0.5314960532397365
1754405100,REV->BUY,23069.4921875,0.5627883673823876
1754494200,REV->SELL,23218.619140625,0.5200022306135245
1754573400,SL,23530.84375,
1754573400,BUY,23530.84375,0.5591466613305689
1754574300,REV->SELL,23545.38671875,0.5407369688385877
1754577900,REV->BUY,23428.5703125,0.5309830451038112
1754589600,SL,23251.802734375,
1754590500,BUY,23261.33984375,0.5400901167362409
1754660700,TP,23541.32421875,
1754660700,SELL,23541.32421875,0.5248911595799295
1754667900,REV->BUY,23571.28125,0.5409488315969825
1754671500,REV->SELL,23575.318359375,0.5206242766441935
1755005400,REV->BUY,23692.212890625,0.5453396233602837
1755006300,REV->SELL,23554.291015625,0.5521312008297804
1755007200,REV->BUY,23615.79296875,0.5223939260975767
1755009000,REV->SELL,23650.857421875,0.5299365553128219
1755009900,REV->BUY,23675.15625,0.5240372179134135
1755013500,REV->SELL,23765.828125,0.5208032354065898
1755091800,SL,23943.0390625,
1755092700,SELL,23924.72265625,0.562266731640631
1755186300,REV->BUY,23835.703125,0.5307737898063278
1755191700,REV->SELL,23878.59765625,0.5289205128883685
1755266400,REV->BUY,23773.72265625,0.5357087759717499
1755543600,REV->SELL,23704.517578125,0.5296010371871958
1755611100,REV->BUY,23616.048828125,0.5223025495456001
1755615600,SL,23461.177734375,
1755615600,BUY,23461.177734375,0.5428333448291478
1755696600,SL,23264.8984375,
1755698400,BUY,23024.302734375,0.5567856401514303
1755704700,REV->SELL,23093.5,0.5509208194486578
1755711000,REV->BUY,23215.875,0.5424873444012417
